时间,采集时间
2025/06/28 11:00:59:135,77ms
2025/06/28 11:00:59:920,27ms
2025/06/28 11:01:00:597,32ms
2025/06/28 11:01:01:043,33ms
2025/06/28 11:01:06:317,57ms
2025/06/28 11:01:06:869,24ms
2025/06/28 11:01:07:011,67ms
2025/06/28 11:01:08:864,70ms
2025/06/28 11:01:08:998,56ms
2025/06/28 11:01:09:251,60ms
2025/06/28 11:01:10:705,120ms
2025/06/28 11:01:10:815,40ms
2025/06/28 11:01:11:218,120ms
2025/06/28 11:01:11:330,40ms
2025/06/28 11:01:21:490,20ms
2025/06/28 11:01:21:661,67ms
2025/06/28 11:01:40:630,77ms
2025/06/28 11:01:41:441,28ms
2025/06/28 11:01:42:103,32ms
2025/06/28 11:01:42:562,32ms
2025/06/28 11:01:47:861,57ms
2025/06/28 11:01:48:413,24ms
2025/06/28 11:01:48:556,67ms
2025/06/28 11:01:49:956,70ms
2025/06/28 11:01:50:097,56ms
2025/06/28 11:01:50:354,60ms
2025/06/28 11:01:51:789,120ms
2025/06/28 11:01:51:905,40ms
2025/06/28 11:01:52:386,120ms
2025/06/28 11:01:52:498,41ms
2025/06/28 11:02:02:151,20ms
2025/06/28 11:02:02:322,66ms
2025/06/28 11:02:03:774,52ms
2025/06/28 11:02:23:702,77ms
2025/06/28 11:02:24:500,27ms
2025/06/28 11:02:25:176,32ms
2025/06/28 11:02:25:655,32ms
2025/06/28 11:02:30:985,57ms
2025/06/28 11:02:31:546,26ms
2025/06/28 11:02:31:686,67ms
2025/06/28 11:02:33:474,70ms
2025/06/28 11:02:33:609,56ms
2025/06/28 11:02:33:863,60ms
2025/06/28 11:02:35:307,120ms
2025/06/28 11:02:35:419,40ms
2025/06/28 11:02:35:859,120ms
2025/06/28 11:02:35:971,41ms
2025/06/28 11:02:46:002,20ms
2025/06/28 11:02:46:175,67ms
2025/06/28 11:03:10:933,77ms
2025/06/28 11:03:11:799,27ms
2025/06/28 11:03:12:472,32ms
2025/06/28 11:03:12:984,32ms
2025/06/28 11:03:18:361,57ms
2025/06/28 11:03:18:920,24ms
2025/06/28 11:03:19:063,67ms
2025/06/28 11:03:20:459,71ms
2025/06/28 11:03:20:594,56ms
2025/06/28 11:03:20:843,60ms
2025/06/28 11:03:22:310,119ms
2025/06/28 11:03:22:423,40ms
2025/06/28 11:03:22:930,120ms
2025/06/28 11:03:23:044,40ms
2025/06/28 11:03:32:958,20ms
2025/06/28 11:03:33:130,67ms
2025/06/28 11:03:34:589,52ms
2025/06/28 11:04:35:354,77ms
2025/06/28 11:04:36:143,27ms
2025/06/28 11:04:36:824,32ms
2025/06/28 11:04:37:273,32ms
2025/06/28 11:04:42:547,57ms
2025/06/28 11:04:43:099,24ms
2025/06/28 11:04:43:241,67ms
2025/06/28 11:04:44:634,70ms
2025/06/28 11:04:44:770,56ms
2025/06/28 11:04:45:031,60ms
2025/06/28 11:04:46:478,120ms
2025/06/28 11:04:46:593,40ms
2025/06/28 11:04:47:037,120ms
2025/06/28 11:04:47:150,40ms
2025/06/28 11:04:57:275,20ms
2025/06/28 11:04:57:446,67ms
2025/06/28 11:05:22:676,77ms
2025/06/28 11:05:23:498,27ms
2025/06/28 11:05:24:164,32ms
2025/06/28 11:05:24:668,32ms
2025/06/28 11:05:30:010,57ms
2025/06/28 11:05:30:567,24ms
2025/06/28 11:05:30:708,66ms
2025/06/28 11:05:32:112,70ms
2025/06/28 11:05:32:251,56ms
2025/06/28 11:05:32:509,60ms
2025/06/28 11:05:33:948,120ms
2025/06/28 11:05:34:064,40ms
2025/06/28 11:05:34:532,120ms
2025/06/28 11:05:34:644,40ms
2025/06/28 11:05:44:336,21ms
2025/06/28 11:05:44:507,67ms
2025/06/28 11:05:45:951,52ms
2025/06/28 11:06:09:819,77ms
2025/06/28 11:06:10:635,27ms
2025/06/28 11:06:11:314,32ms
2025/06/28 11:06:11:785,32ms
2025/06/28 11:06:17:069,57ms
2025/06/28 11:06:17:626,24ms
2025/06/28 11:06:17:767,67ms
2025/06/28 11:06:19:166,69ms
2025/06/28 11:06:19:305,56ms
2025/06/28 11:06:19:556,60ms
2025/06/28 11:06:21:015,120ms
2025/06/28 11:06:21:128,40ms
2025/06/28 11:06:21:457,120ms
2025/06/28 11:06:21:570,40ms
2025/06/28 11:06:31:582,20ms
2025/06/28 11:06:31:753,67ms
2025/06/28 11:06:58:650,77ms
2025/06/28 11:06:59:450,27ms
2025/06/28 11:07:00:092,32ms
2025/06/28 11:07:00:532,32ms
2025/06/28 11:07:05:832,57ms
2025/06/28 11:07:06:386,24ms
2025/06/28 11:07:06:528,67ms
2025/06/28 11:07:07:926,70ms
2025/06/28 11:07:08:062,56ms
2025/06/28 11:07:08:310,60ms
2025/06/28 11:07:09:776,120ms
2025/06/28 11:07:09:887,40ms
2025/06/28 11:07:10:328,120ms
2025/06/28 11:07:10:439,40ms
2025/06/28 11:07:20:612,20ms
2025/06/28 11:07:20:784,67ms
2025/06/28 11:07:22:233,54ms
2025/06/28 11:09:35:611,77ms
2025/06/28 11:09:36:418,27ms
2025/06/28 11:09:37:089,32ms
2025/06/28 11:09:37:551,32ms
2025/06/28 11:09:42:853,57ms
2025/06/28 11:09:43:405,24ms
2025/06/28 11:09:43:545,67ms
2025/06/28 11:09:44:951,70ms
2025/06/28 11:09:45:087,56ms
2025/06/28 11:09:45:344,60ms
2025/06/28 11:09:46:807,120ms
2025/06/28 11:09:46:918,40ms
2025/06/28 11:09:47:438,120ms
2025/06/28 11:09:47:549,40ms
2025/06/28 11:09:57:166,20ms
2025/06/28 11:09:57:337,67ms
2025/06/28 11:11:07:248,77ms
2025/06/28 11:11:08:027,27ms
2025/06/28 11:11:08:720,32ms
2025/06/28 11:11:09:168,32ms
2025/06/28 11:11:14:423,57ms
2025/06/28 11:11:14:978,24ms
2025/06/28 11:11:15:121,67ms
2025/06/28 11:11:16:512,70ms
2025/06/28 11:11:16:648,57ms
2025/06/28 11:11:16:900,60ms
2025/06/28 11:11:18:347,120ms
2025/06/28 11:11:18:459,40ms
2025/06/28 11:11:18:895,120ms
2025/06/28 11:11:19:004,40ms
2025/06/28 11:11:29:080,20ms
2025/06/28 11:11:29:251,67ms
2025/06/28 11:11:41:457,52ms
2025/06/28 11:11:45:510,77ms
2025/06/28 11:11:46:353,27ms
2025/06/28 11:11:47:032,32ms
2025/06/28 11:11:47:485,32ms
2025/06/28 11:11:55:954,57ms
2025/06/28 11:11:56:514,24ms
2025/06/28 11:11:56:657,69ms
2025/06/28 11:11:58:051,70ms
2025/06/28 11:11:58:186,56ms
2025/06/28 11:11:58:440,60ms
2025/06/28 11:11:59:903,120ms
2025/06/28 11:12:00:015,40ms
2025/06/28 11:12:00:485,120ms
2025/06/28 11:12:00:596,40ms
2025/06/28 11:12:10:493,20ms
2025/06/28 11:12:10:663,67ms
2025/06/28 11:12:27:097,77ms
2025/06/28 11:12:27:863,27ms
2025/06/28 11:12:28:545,32ms
2025/06/28 11:12:28:950,32ms
2025/06/28 11:12:34:160,57ms
2025/06/28 11:12:34:725,24ms
2025/06/28 11:12:34:867,67ms
2025/06/28 11:12:36:263,70ms
2025/06/28 11:12:36:398,56ms
2025/06/28 11:12:36:651,60ms
2025/06/28 11:12:38:065,120ms
2025/06/28 11:12:38:176,40ms
2025/06/28 11:12:38:600,120ms
2025/06/28 11:12:38:711,40ms
2025/06/28 11:12:48:863,20ms
2025/06/28 11:12:49:034,67ms
2025/06/28 11:12:57:195,52ms
2025/06/28 11:13:08:776,77ms
2025/06/28 11:13:09:597,27ms
2025/06/28 11:13:10:279,32ms
2025/06/28 11:13:10:745,32ms
2025/06/28 11:13:16:064,57ms
2025/06/28 11:13:16:618,24ms
2025/06/28 11:13:16:758,67ms
2025/06/28 11:13:18:154,70ms
2025/06/28 11:13:18:289,56ms
2025/06/28 11:13:18:547,60ms
2025/06/28 11:13:20:003,120ms
2025/06/28 11:13:20:116,40ms
2025/06/28 11:13:20:581,120ms
2025/06/28 11:13:20:697,40ms
2025/06/28 11:13:30:360,20ms
2025/06/28 11:13:30:530,67ms
2025/06/28 11:14:08:777,77ms
2025/06/28 11:14:09:563,27ms
2025/06/28 11:14:10:241,32ms
2025/06/28 11:14:10:707,32ms
2025/06/28 11:14:16:010,57ms
2025/06/28 11:14:16:563,24ms
2025/06/28 11:14:16:705,67ms
2025/06/28 11:14:18:101,69ms
2025/06/28 11:14:18:238,56ms
2025/06/28 11:14:18:498,60ms
2025/06/28 11:14:19:938,120ms
2025/06/28 11:14:20:053,40ms
2025/06/28 11:14:20:503,120ms
2025/06/28 11:14:20:618,40ms
2025/06/28 11:14:30:624,20ms
2025/06/28 11:14:30:795,67ms
2025/06/28 11:14:32:246,52ms
2025/06/28 12:31:44:591,77ms
2025/06/28 12:31:45:399,27ms
2025/06/28 12:31:46:070,32ms
2025/06/28 12:31:46:552,32ms
2025/06/28 12:31:51:926,57ms
2025/06/28 12:31:52:490,24ms
2025/06/28 12:31:52:630,67ms
2025/06/28 12:31:54:523,70ms
2025/06/28 12:31:54:661,56ms
2025/06/28 12:31:54:911,60ms
2025/06/28 12:31:56:347,120ms
2025/06/28 12:31:56:459,40ms
2025/06/28 12:31:56:902,120ms
2025/06/28 12:31:57:013,40ms
2025/06/28 12:32:06:954,20ms
2025/06/28 12:32:07:124,67ms
2025/06/28 12:34:48:732,77ms
2025/06/28 12:34:49:506,27ms
2025/06/28 12:34:50:182,32ms
2025/06/28 12:34:50:649,32ms
2025/06/28 12:34:56:003,57ms
2025/06/28 12:34:56:561,24ms
2025/06/28 12:34:56:705,67ms
2025/06/28 12:34:58:278,70ms
2025/06/28 12:34:58:413,56ms
2025/06/28 12:34:58:671,60ms
2025/06/28 12:35:00:127,120ms
2025/06/28 12:35:00:238,40ms
2025/06/28 12:35:00:740,120ms
2025/06/28 12:35:00:851,40ms
2025/06/28 12:35:10:965,20ms
2025/06/28 12:35:11:137,67ms
2025/06/28 12:35:12:626,52ms
2025/06/28 12:35:16:065,77ms
2025/06/28 12:35:16:865,27ms
2025/06/28 12:35:17:550,32ms
2025/06/28 12:35:17:967,32ms
2025/06/28 12:35:27:086,57ms
2025/06/28 12:35:27:641,24ms
2025/06/28 12:35:27:783,67ms
2025/06/28 12:35:29:186,70ms
2025/06/28 12:35:29:324,56ms
2025/06/28 12:35:29:579,60ms
2025/06/28 12:35:31:048,120ms
2025/06/28 12:35:31:164,40ms
2025/06/28 12:35:31:542,120ms
2025/06/28 12:35:31:654,40ms
2025/06/28 12:35:41:593,20ms
2025/06/28 12:35:41:764,67ms
2025/06/28 12:35:44:220,77ms
2025/06/28 12:35:45:070,28ms
2025/06/28 12:35:45:769,89ms
2025/06/28 12:35:46:267,32ms
2025/06/28 12:35:57:184,57ms
2025/06/28 12:35:57:744,24ms
2025/06/28 12:35:57:884,67ms
2025/06/28 12:35:59:423,71ms
2025/06/28 12:35:59:558,56ms
2025/06/28 12:35:59:813,60ms
2025/06/28 12:36:01:249,120ms
2025/06/28 12:36:01:359,40ms
2025/06/28 12:36:01:689,120ms
2025/06/28 12:36:01:801,40ms
2025/06/28 12:36:11:531,20ms
2025/06/28 12:36:11:702,67ms
2025/06/28 12:36:13:230,52ms
2025/06/28 12:36:14:544,77ms
2025/06/28 12:36:15:352,27ms
2025/06/28 12:36:15:989,32ms
2025/06/28 12:36:16:429,32ms
2025/06/28 12:36:28:504,57ms
2025/06/28 12:36:29:061,24ms
2025/06/28 12:36:29:201,67ms
2025/06/28 12:36:31:056,70ms
2025/06/28 12:36:31:191,56ms
2025/06/28 12:36:31:452,60ms
2025/06/28 12:36:32:909,120ms
2025/06/28 12:36:33:025,40ms
2025/06/28 12:36:33:514,120ms
2025/06/28 12:36:33:625,40ms
2025/06/28 12:36:43:786,20ms
2025/06/28 12:36:43:955,67ms
2025/06/28 12:36:46:415,77ms
2025/06/28 12:36:47:227,27ms
2025/06/28 12:36:47:904,32ms
2025/06/28 12:36:48:354,32ms
2025/06/28 12:36:59:408,57ms
2025/06/28 12:36:59:964,24ms
2025/06/28 12:37:00:107,67ms
2025/06/28 12:37:01:510,70ms
2025/06/28 12:37:01:647,56ms
2025/06/28 12:37:01:904,60ms
2025/06/28 12:37:03:377,120ms
2025/06/28 12:37:03:490,40ms
2025/06/28 12:37:03:935,120ms
2025/06/28 12:37:04:048,40ms
2025/06/28 12:37:13:970,20ms
2025/06/28 12:37:14:141,67ms
2025/06/28 12:37:16:027,52ms
2025/06/28 12:58:25:000,77ms
2025/06/28 12:58:25:810,27ms
2025/06/28 12:58:26:490,32ms
2025/06/28 12:58:26:984,32ms
2025/06/28 12:58:32:368,62ms
2025/06/28 12:58:32:918,22ms
2025/06/28 12:58:33:060,67ms
2025/06/28 12:58:34:913,70ms
2025/06/28 12:58:35:049,56ms
2025/06/28 12:58:35:309,60ms
2025/06/28 12:58:36:776,119ms
2025/06/28 12:58:36:887,40ms
2025/06/28 12:58:37:372,120ms
2025/06/28 12:58:37:483,40ms
2025/06/28 12:58:47:650,20ms
2025/06/28 12:58:47:819,68ms
2025/06/28 12:58:59:783,77ms
2025/06/28 12:59:00:601,27ms
2025/06/28 12:59:01:284,32ms
2025/06/28 12:59:01:743,32ms
2025/06/28 12:59:07:072,62ms
2025/06/28 12:59:07:623,22ms
2025/06/28 12:59:07:767,67ms
2025/06/28 12:59:09:171,70ms
2025/06/28 12:59:09:305,56ms
2025/06/28 12:59:09:565,60ms
2025/06/28 12:59:11:018,120ms
2025/06/28 12:59:11:130,40ms
2025/06/28 12:59:11:623,120ms
2025/06/28 12:59:11:735,40ms
2025/06/28 12:59:21:354,20ms
2025/06/28 12:59:21:525,66ms
2025/06/28 12:59:23:256,52ms
2025/06/28 12:59:28:061,77ms
2025/06/28 12:59:28:912,26ms
2025/06/28 12:59:29:597,32ms
2025/06/28 12:59:30:061,32ms
2025/06/28 12:59:37:687,62ms
2025/06/28 12:59:38:236,22ms
2025/06/28 12:59:38:379,67ms
2025/06/28 12:59:39:773,70ms
2025/06/28 12:59:39:909,56ms
2025/06/28 12:59:40:157,60ms
2025/06/28 12:59:41:621,120ms
2025/06/28 12:59:41:734,40ms
2025/06/28 12:59:42:199,120ms
2025/06/28 12:59:42:314,40ms
2025/06/28 12:59:52:509,20ms
2025/06/28 12:59:52:679,67ms
2025/06/28 12:59:55:131,77ms
2025/06/28 12:59:55:895,27ms
2025/06/28 12:59:56:568,32ms
2025/06/28 12:59:56:974,32ms
2025/06/28 13:00:08:145,62ms
2025/06/28 13:00:08:697,22ms
2025/06/28 13:00:08:842,67ms
2025/06/28 13:00:10:244,70ms
2025/06/28 13:00:10:378,56ms
2025/06/28 13:00:10:634,60ms
2025/06/28 13:00:12:099,120ms
2025/06/28 13:00:12:211,40ms
2025/06/28 13:00:12:632,119ms
2025/06/28 13:00:12:744,40ms
2025/06/28 13:00:22:754,19ms
2025/06/28 13:00:22:925,67ms
2025/06/28 13:00:45:364,52ms
2025/06/28 13:00:46:696,77ms
2025/06/28 13:00:47:527,27ms
2025/06/28 13:00:48:213,32ms
2025/06/28 13:00:48:610,32ms
2025/06/28 13:00:59:826,62ms
2025/06/28 13:01:00:380,22ms
2025/06/28 13:01:00:523,67ms
2025/06/28 13:01:01:923,70ms
2025/06/28 13:01:02:056,56ms
2025/06/28 13:01:02:313,60ms
2025/06/28 13:01:03:762,120ms
2025/06/28 13:01:03:874,41ms
2025/06/28 13:01:04:327,120ms
2025/06/28 13:01:04:438,40ms
2025/06/28 13:01:14:163,20ms
2025/06/28 13:01:14:334,66ms
2025/06/28 13:01:53:283,77ms
2025/06/28 13:01:54:087,27ms
2025/06/28 13:01:54:757,32ms
2025/06/28 13:01:55:222,32ms
2025/06/28 13:02:00:563,62ms
2025/06/28 13:02:01:107,22ms
2025/06/28 13:02:01:249,67ms
2025/06/28 13:02:02:651,70ms
2025/06/28 13:02:02:788,56ms
2025/06/28 13:02:03:050,60ms
2025/06/28 13:02:04:487,120ms
2025/06/28 13:02:04:598,40ms
2025/06/28 13:02:05:043,120ms
2025/06/28 13:02:05:156,40ms
2025/06/28 13:02:15:064,20ms
2025/06/28 13:02:15:236,67ms
2025/06/28 13:02:16:691,52ms
2025/06/28 13:02:21:185,77ms
2025/06/28 13:02:22:003,27ms
2025/06/28 13:02:22:676,32ms
2025/06/28 13:02:23:086,32ms
2025/06/28 13:02:31:243,62ms
2025/06/28 13:02:31:796,22ms
2025/06/28 13:02:31:940,67ms
2025/06/28 13:02:33:343,70ms
2025/06/28 13:02:33:477,56ms
2025/06/28 13:02:33:726,60ms
2025/06/28 13:02:35:183,120ms
2025/06/28 13:02:35:295,40ms
2025/06/28 13:02:35:743,120ms
2025/06/28 13:02:35:857,40ms
2025/06/28 13:02:45:992,20ms
2025/06/28 13:02:46:162,67ms
2025/06/28 13:03:19:847,77ms
2025/06/28 13:03:20:625,27ms
2025/06/28 13:03:21:307,33ms
2025/06/28 13:03:21:757,32ms
2025/06/28 13:03:27:098,62ms
2025/06/28 13:03:27:653,22ms
2025/06/28 13:03:27:797,67ms
2025/06/28 13:03:29:190,70ms
2025/06/28 13:03:29:324,56ms
2025/06/28 13:03:29:576,60ms
2025/06/28 13:03:31:030,119ms
2025/06/28 13:03:31:142,40ms
2025/06/28 13:03:31:582,120ms
2025/06/28 13:03:31:693,41ms
2025/06/28 13:03:41:798,20ms
2025/06/28 13:03:41:969,67ms
2025/06/28 13:03:43:426,52ms
2025/06/28 13:03:58:933,77ms
2025/06/28 13:03:59:748,27ms
2025/06/28 13:04:00:414,32ms
2025/06/28 13:04:00:898,32ms
2025/06/28 13:04:06:245,62ms
2025/06/28 13:04:06:793,26ms
2025/06/28 13:04:06:932,67ms
2025/06/28 13:04:08:332,70ms
2025/06/28 13:04:08:468,56ms
2025/06/28 13:04:08:725,60ms
2025/06/28 13:04:10:166,120ms
2025/06/28 13:04:10:281,40ms
2025/06/28 13:04:10:747,120ms
2025/06/28 13:04:10:857,40ms
2025/06/28 13:04:20:796,20ms
2025/06/28 13:04:20:968,67ms
2025/06/28 13:04:46:580,77ms
2025/06/28 13:04:47:373,28ms
2025/06/28 13:04:48:049,32ms
2025/06/28 13:04:48:402,32ms
2025/06/28 13:04:53:599,62ms
2025/06/28 13:04:54:151,22ms
2025/06/28 13:04:54:295,67ms
2025/06/28 13:04:55:689,70ms
2025/06/28 13:04:55:827,56ms
2025/06/28 13:04:56:083,60ms
2025/06/28 13:04:57:540,119ms
2025/06/28 13:04:57:650,40ms
2025/06/28 13:04:58:083,120ms
2025/06/28 13:04:58:195,40ms
2025/06/28 13:05:08:401,20ms
2025/06/28 13:05:08:571,67ms
2025/06/28 13:05:10:022,52ms
2025/06/28 13:06:58:515,77ms
2025/06/28 13:06:59:339,27ms
2025/06/28 13:07:00:023,32ms
2025/06/28 13:07:00:476,32ms
2025/06/28 13:07:05:783,62ms
2025/06/28 13:07:06:333,22ms
2025/06/28 13:07:06:477,67ms
2025/06/28 13:07:07:872,70ms
2025/06/28 13:07:08:010,56ms
2025/06/28 13:07:08:264,60ms
2025/06/28 13:07:09:737,121ms
2025/06/28 13:07:09:850,40ms
2025/06/28 13:07:10:304,120ms
2025/06/28 13:07:10:418,40ms
2025/06/28 13:07:20:272,20ms
2025/06/28 13:07:20:443,67ms
2025/06/28 13:07:33:844,77ms
2025/06/28 13:07:34:614,27ms
2025/06/28 13:07:35:293,32ms
2025/06/28 13:07:35:808,32ms
2025/06/28 13:07:43:481,62ms
2025/06/28 13:07:44:034,22ms
2025/06/28 13:07:44:177,67ms
2025/06/28 13:07:45:582,70ms
2025/06/28 13:07:45:721,56ms
2025/06/28 13:07:45:979,60ms
2025/06/28 13:07:47:419,120ms
2025/06/28 13:07:47:532,40ms
2025/06/28 13:07:48:007,120ms
2025/06/28 13:07:48:119,40ms
2025/06/28 13:07:57:823,20ms
2025/06/28 13:07:57:994,67ms
2025/06/28 13:07:59:453,52ms
2025/06/28 13:08:19:242,77ms
2025/06/28 13:08:20:061,26ms
2025/06/28 13:08:20:739,32ms
2025/06/28 13:08:21:210,32ms
2025/06/28 13:08:26:527,62ms
2025/06/28 13:08:27:078,22ms
2025/06/28 13:08:27:221,67ms
2025/06/28 13:08:28:631,70ms
2025/06/28 13:08:28:769,56ms
2025/06/28 13:08:29:024,60ms
2025/06/28 13:08:30:478,120ms
2025/06/28 13:08:30:589,40ms
2025/06/28 13:08:31:067,120ms
2025/06/28 13:08:31:179,41ms
2025/06/28 13:08:41:122,20ms
2025/06/28 13:08:41:293,67ms
2025/06/28 13:09:00:622,77ms
2025/06/28 13:09:01:424,30ms
2025/06/28 13:09:02:103,32ms
2025/06/28 13:09:02:522,32ms
2025/06/28 13:09:13:660,62ms
2025/06/28 13:09:14:213,22ms
2025/06/28 13:09:14:355,67ms
2025/06/28 13:09:15:762,70ms
2025/06/28 13:09:15:898,56ms
2025/06/28 13:09:16:158,60ms
2025/06/28 13:09:17:625,120ms
2025/06/28 13:09:17:735,41ms
2025/06/28 13:09:18:148,120ms
2025/06/28 13:09:18:261,40ms
2025/06/28 13:09:28:367,20ms
2025/06/28 13:09:28:538,67ms
2025/06/28 13:09:41:172,52ms
2025/06/28 13:09:42:489,77ms
2025/06/28 13:09:43:324,27ms
2025/06/28 13:09:43:987,32ms
2025/06/28 13:09:44:445,32ms
2025/06/28 13:09:55:649,62ms
2025/06/28 13:09:56:201,22ms
2025/06/28 13:09:56:344,67ms
2025/06/28 13:09:57:753,70ms
2025/06/28 13:09:57:900,56ms
2025/06/28 13:09:58:161,60ms
2025/06/28 13:09:59:624,120ms
2025/06/28 13:09:59:736,40ms
2025/06/28 13:10:00:235,120ms
2025/06/28 13:10:00:352,40ms
2025/06/28 13:10:10:620,20ms
2025/06/28 13:10:10:791,67ms
2025/06/28 13:10:37:017,77ms
2025/06/28 13:10:37:807,27ms
2025/06/28 13:10:38:494,32ms
2025/06/28 13:10:38:928,32ms
2025/06/28 13:10:44:227,62ms
2025/06/28 13:10:44:771,22ms
2025/06/28 13:10:44:915,67ms
2025/06/28 13:10:46:314,70ms
2025/06/28 13:10:46:448,56ms
2025/06/28 13:10:46:704,60ms
2025/06/28 13:10:48:162,120ms
2025/06/28 13:10:48:272,40ms
2025/06/28 13:10:48:738,120ms
2025/06/28 13:10:48:849,40ms
2025/06/28 13:10:58:648,20ms
2025/06/28 13:10:58:820,67ms
2025/06/28 13:11:00:287,52ms
2025/06/28 13:11:56:312,77ms
2025/06/28 13:11:57:147,27ms
2025/06/28 13:11:57:818,32ms
2025/06/28 13:11:58:282,32ms
2025/06/28 13:12:03:596,62ms
2025/06/28 13:12:04:146,22ms
2025/06/28 13:12:04:290,67ms
2025/06/28 13:12:05:683,70ms
2025/06/28 13:12:05:817,56ms
2025/06/28 13:12:06:075,60ms
2025/06/28 13:12:07:550,120ms
2025/06/28 13:12:07:665,40ms
2025/06/28 13:12:08:123,119ms
2025/06/28 13:12:08:234,40ms
2025/06/28 13:12:18:490,20ms
2025/06/28 13:12:18:662,67ms
2025/06/28 13:13:47:290,77ms
2025/06/28 13:13:48:111,27ms
2025/06/28 13:13:48:790,32ms
2025/06/28 13:13:49:287,32ms
2025/06/28 13:13:54:665,62ms
2025/06/28 13:13:55:222,22ms
2025/06/28 13:13:55:364,67ms
2025/06/28 13:13:56:766,70ms
2025/06/28 13:13:56:900,56ms
2025/06/28 13:13:57:160,60ms
2025/06/28 13:13:58:621,120ms
2025/06/28 13:13:58:733,40ms
2025/06/28 13:13:59:180,119ms
2025/06/28 13:13:59:294,40ms
2025/06/28 13:14:08:971,20ms
2025/06/28 13:14:09:142,67ms
2025/06/28 13:14:10:602,52ms
2025/06/28 13:16:39:537,77ms
2025/06/28 13:16:40:342,28ms
2025/06/28 13:16:41:013,32ms
2025/06/28 13:16:41:537,32ms
2025/06/28 13:16:46:944,62ms
2025/06/28 13:16:47:494,22ms
2025/06/28 13:16:47:636,67ms
2025/06/28 13:16:49:044,70ms
2025/06/28 13:16:49:180,56ms
2025/06/28 13:16:49:434,60ms
2025/06/28 13:16:50:864,120ms
2025/06/28 13:16:50:973,40ms
2025/06/28 13:16:51:466,119ms
2025/06/28 13:16:51:577,40ms
2025/06/28 13:17:01:520,20ms
2025/06/28 13:17:01:689,67ms
2025/06/28 13:17:19:804,77ms
2025/06/28 13:17:20:605,27ms
2025/06/28 13:17:21:286,32ms
2025/06/28 13:17:21:681,32ms
2025/06/28 13:17:26:960,62ms
2025/06/28 13:17:27:512,22ms
2025/06/28 13:17:27:656,67ms
2025/06/28 13:17:29:056,70ms
2025/06/28 13:17:29:190,56ms
2025/06/28 13:17:29:447,60ms
2025/06/28 13:17:30:915,120ms
2025/06/28 13:17:31:027,41ms
2025/06/28 13:17:31:471,120ms
2025/06/28 13:17:31:582,40ms
2025/06/28 13:17:41:860,20ms
2025/06/28 13:17:42:029,67ms
2025/06/28 13:17:43:485,52ms
2025/06/28 13:17:46:344,77ms
2025/06/28 13:17:47:141,27ms
2025/06/28 13:17:47:809,32ms
2025/06/28 13:17:48:250,32ms
2025/06/28 13:17:57:890,62ms
2025/06/28 13:17:58:447,22ms
2025/06/28 13:17:58:591,67ms
2025/06/28 13:17:59:995,70ms
2025/06/28 13:18:00:129,56ms
2025/06/28 13:18:00:383,60ms
2025/06/28 13:18:01:828,120ms
2025/06/28 13:18:01:943,40ms
2025/06/28 13:18:02:438,120ms
2025/06/28 13:18:02:555,40ms
2025/06/28 13:18:12:557,20ms
2025/06/28 13:18:12:726,68ms
2025/06/28 13:18:54:538,77ms
2025/06/28 13:18:55:318,27ms
2025/06/28 13:18:56:009,32ms
2025/06/28 13:18:56:444,32ms
2025/06/28 13:19:01:747,62ms
2025/06/28 13:19:02:302,22ms
2025/06/28 13:19:02:446,67ms
2025/06/28 13:19:03:849,70ms
2025/06/28 13:19:03:984,56ms
2025/06/28 13:19:04:237,60ms
2025/06/28 13:19:05:677,120ms
2025/06/28 13:19:05:789,40ms
2025/06/28 13:19:06:272,119ms
2025/06/28 13:19:06:393,40ms
2025/06/28 13:19:16:179,20ms
2025/06/28 13:19:16:350,67ms
2025/06/28 13:19:27:677,53ms
2025/06/28 13:19:36:569,77ms
2025/06/28 13:19:37:332,27ms
2025/06/28 13:19:38:009,32ms
2025/06/28 13:19:38:442,32ms
2025/06/28 13:19:43:832,62ms
2025/06/28 13:19:44:380,22ms
2025/06/28 13:19:44:524,67ms
2025/06/28 13:19:45:916,70ms
2025/06/28 13:19:46:051,56ms
2025/06/28 13:19:46:309,60ms
2025/06/28 13:19:47:767,120ms
2025/06/28 13:19:47:878,40ms
2025/06/28 13:19:48:305,120ms
2025/06/28 13:19:48:419,40ms
2025/06/28 13:19:58:479,20ms
2025/06/28 13:19:58:650,66ms
2025/06/28 13:20:01:883,77ms
2025/06/28 13:20:02:693,27ms
2025/06/28 13:20:03:355,32ms
2025/06/28 13:20:03:788,32ms
2025/06/28 13:20:14:120,62ms
2025/06/28 13:20:14:672,22ms
2025/06/28 13:20:14:816,67ms
2025/06/28 13:20:16:209,70ms
2025/06/28 13:20:16:343,56ms
2025/06/28 13:20:16:599,60ms
2025/06/28 13:20:18:056,120ms
2025/06/28 13:20:18:168,40ms
2025/06/28 13:20:18:664,119ms
2025/06/28 13:20:18:779,40ms
2025/06/28 13:20:28:857,20ms
2025/06/28 13:20:29:028,67ms
2025/06/28 13:20:40:204,52ms
2025/06/28 13:21:25:316,77ms
2025/06/28 13:21:26:098,27ms
2025/06/28 13:21:26:774,32ms
2025/06/28 13:21:27:188,32ms
2025/06/28 13:21:32:475,62ms
2025/06/28 13:21:33:033,22ms
2025/06/28 13:21:33:175,67ms
2025/06/28 13:21:34:578,70ms
2025/06/28 13:21:34:713,56ms
2025/06/28 13:21:34:976,60ms
