时间,采集时间
2025/06/28 08:57:00:400,67ms
2025/06/28 08:57:01:824,70ms
2025/06/28 08:57:01:960,56ms
2025/06/28 08:57:02:226,60ms
2025/06/28 08:57:03:663,120ms
2025/06/28 08:57:03:779,40ms
2025/06/28 08:57:04:257,120ms
2025/06/28 08:57:04:369,40ms
2025/06/28 08:57:13:975,22ms
2025/06/28 08:57:14:118,35ms
2025/06/28 08:57:15:565,52ms
2025/06/28 09:12:12:919,77ms
2025/06/28 09:12:13:750,27ms
2025/06/28 09:12:14:393,32ms
2025/06/28 09:12:14:940,32ms
2025/06/28 09:12:20:306,57ms
2025/06/28 09:12:20:863,24ms
2025/06/28 09:12:21:004,67ms
2025/06/28 09:12:22:406,70ms
2025/06/28 09:12:22:541,56ms
2025/06/28 09:12:22:790,60ms
2025/06/28 09:12:24:234,120ms
2025/06/28 09:12:24:346,40ms
2025/06/28 09:12:24:789,120ms
2025/06/28 09:12:24:903,40ms
2025/06/28 09:12:34:580,20ms
2025/06/28 09:12:34:751,67ms
2025/06/28 09:12:40:888,77ms
2025/06/28 09:12:41:702,27ms
2025/06/28 09:12:42:363,32ms
2025/06/28 09:12:42:863,32ms
2025/06/28 09:12:50:311,57ms
2025/06/28 09:12:50:864,24ms
2025/06/28 09:12:51:006,67ms
2025/06/28 09:12:52:397,70ms
2025/06/28 09:12:52:533,56ms
2025/06/28 09:12:52:795,60ms
2025/06/28 09:12:54:232,120ms
2025/06/28 09:12:54:347,40ms
2025/06/28 09:12:54:820,120ms
2025/06/28 09:12:54:935,40ms
2025/06/28 09:13:04:724,20ms
2025/06/28 09:13:04:895,67ms
2025/06/28 09:13:06:345,51ms
2025/06/28 09:13:07:666,77ms
2025/06/28 09:13:08:515,27ms
2025/06/28 09:13:09:194,32ms
2025/06/28 09:13:09:682,32ms
2025/06/28 09:13:20:787,57ms
2025/06/28 09:13:21:340,24ms
2025/06/28 09:13:21:483,68ms
2025/06/28 09:13:22:881,70ms
2025/06/28 09:13:23:019,56ms
2025/06/28 09:13:23:276,60ms
2025/06/28 09:13:24:746,120ms
2025/06/28 09:13:24:861,40ms
2025/06/28 09:13:25:347,120ms
2025/06/28 09:13:25:459,40ms
2025/06/28 09:13:35:631,20ms
2025/06/28 09:13:35:802,66ms
2025/06/28 09:18:48:465,77ms
2025/06/28 09:18:49:242,27ms
2025/06/28 09:18:49:915,32ms
2025/06/28 09:18:50:385,32ms
2025/06/28 09:18:55:667,57ms
2025/06/28 09:18:56:224,24ms
2025/06/28 09:18:56:364,67ms
2025/06/28 09:18:57:760,70ms
2025/06/28 09:18:57:895,56ms
2025/06/28 09:18:58:149,60ms
2025/06/28 09:18:59:587,119ms
2025/06/28 09:18:59:699,40ms
2025/06/28 09:19:00:131,120ms
2025/06/28 09:19:00:242,40ms
2025/06/28 09:19:10:345,20ms
2025/06/28 09:19:10:515,67ms
2025/06/28 09:19:11:983,52ms
2025/06/28 09:19:19:727,77ms
2025/06/28 09:19:20:518,27ms
2025/06/28 09:19:21:187,32ms
2025/06/28 09:19:21:676,32ms
2025/06/28 09:19:26:930,57ms
2025/06/28 09:19:27:484,24ms
2025/06/28 09:19:27:625,67ms
2025/06/28 09:19:29:021,70ms
2025/06/28 09:19:29:160,56ms
2025/06/28 09:19:29:414,60ms
2025/06/28 09:19:30:842,120ms
2025/06/28 09:19:30:956,40ms
2025/06/28 09:19:31:342,119ms
2025/06/28 09:19:31:454,40ms
2025/06/28 09:19:41:103,20ms
2025/06/28 09:19:41:275,67ms
2025/06/28 09:19:46:120,77ms
2025/06/28 09:19:46:887,27ms
2025/06/28 09:19:47:524,32ms
2025/06/28 09:19:47:914,32ms
2025/06/28 09:19:56:758,57ms
2025/06/28 09:19:57:320,24ms
2025/06/28 09:19:57:463,68ms
2025/06/28 09:19:58:855,70ms
2025/06/28 09:19:58:993,56ms
2025/06/28 09:19:59:251,60ms
2025/06/28 09:20:00:679,120ms
2025/06/28 09:20:00:790,40ms
2025/06/28 09:20:01:123,120ms
2025/06/28 09:20:01:233,40ms
2025/06/28 09:20:11:325,20ms
2025/06/28 09:20:11:496,68ms
2025/06/28 09:20:12:937,52ms
2025/06/28 09:20:17:692,77ms
2025/06/28 09:20:18:506,27ms
2025/06/28 09:20:19:150,32ms
2025/06/28 09:20:19:609,32ms
2025/06/28 09:20:27:411,57ms
2025/06/28 09:20:27:975,24ms
2025/06/28 09:20:28:115,67ms
2025/06/28 09:20:29:515,70ms
2025/06/28 09:20:29:649,56ms
2025/06/28 09:20:29:904,60ms
2025/06/28 09:20:31:345,120ms
2025/06/28 09:20:31:458,40ms
2025/06/28 09:20:31:958,120ms
2025/06/28 09:20:32:069,40ms
2025/06/28 09:20:41:926,20ms
2025/06/28 09:20:42:095,67ms
2025/06/28 09:21:00:872,77ms
2025/06/28 09:21:01:654,27ms
2025/06/28 09:21:02:331,32ms
2025/06/28 09:21:02:791,32ms
2025/06/28 09:21:08:053,57ms
2025/06/28 09:21:08:607,24ms
2025/06/28 09:21:08:749,67ms
2025/06/28 09:21:10:149,70ms
2025/06/28 09:21:10:284,56ms
2025/06/28 09:21:10:536,60ms
2025/06/28 09:21:11:979,120ms
2025/06/28 09:21:12:092,40ms
2025/06/28 09:21:12:553,120ms
2025/06/28 09:21:12:669,40ms
2025/06/28 09:21:22:689,20ms
2025/06/28 09:21:22:858,67ms
2025/06/28 09:21:24:306,52ms
2025/06/28 09:21:30:797,77ms
2025/06/28 09:21:31:586,27ms
2025/06/28 09:21:32:263,32ms
2025/06/28 09:21:32:636,32ms
2025/06/28 09:21:38:752,57ms
2025/06/28 09:21:39:312,24ms
2025/06/28 09:21:39:455,67ms
2025/06/28 09:21:40:852,70ms
2025/06/28 09:21:40:988,56ms
2025/06/28 09:21:41:249,60ms
2025/06/28 09:21:42:691,120ms
2025/06/28 09:21:42:802,40ms
2025/06/28 09:21:43:213,119ms
2025/06/28 09:21:43:326,40ms
2025/06/28 09:21:53:093,20ms
2025/06/28 09:21:53:265,67ms
2025/06/28 09:22:07:710,77ms
2025/06/28 09:22:08:536,27ms
2025/06/28 09:22:09:205,32ms
2025/06/28 09:22:09:648,32ms
2025/06/28 09:22:14:858,57ms
2025/06/28 09:22:15:411,24ms
2025/06/28 09:22:15:552,67ms
2025/06/28 09:22:16:943,70ms
2025/06/28 09:22:17:078,56ms
2025/06/28 09:22:17:333,60ms
2025/06/28 09:22:18:793,119ms
2025/06/28 09:22:18:906,40ms
2025/06/28 09:22:19:364,120ms
2025/06/28 09:22:19:476,40ms
2025/06/28 09:22:29:471,20ms
2025/06/28 09:22:29:641,67ms
2025/06/28 09:22:31:090,52ms
2025/06/28 09:23:05:002,77ms
2025/06/28 09:23:05:800,27ms
2025/06/28 09:23:06:482,32ms
2025/06/28 09:23:06:956,32ms
2025/06/28 09:23:12:251,57ms
2025/06/28 09:23:12:808,24ms
2025/06/28 09:23:12:948,66ms
2025/06/28 09:23:14:348,70ms
2025/06/28 09:23:14:487,56ms
2025/06/28 09:23:14:749,60ms
2025/06/28 09:23:16:169,119ms
2025/06/28 09:23:16:285,40ms
2025/06/28 09:23:16:729,120ms
2025/06/28 09:23:16:841,40ms
2025/06/28 09:23:26:896,20ms
2025/06/28 09:23:27:066,66ms
2025/06/28 09:23:47:969,77ms
2025/06/28 09:23:48:795,27ms
2025/06/28 09:23:49:468,32ms
2025/06/28 09:23:49:928,32ms
2025/06/28 09:23:55:164,57ms
2025/06/28 09:23:55:716,24ms
2025/06/28 09:23:55:857,67ms
2025/06/28 09:23:57:255,70ms
2025/06/28 09:23:57:392,56ms
2025/06/28 09:23:57:648,60ms
2025/06/28 09:23:59:091,120ms
2025/06/28 09:23:59:204,40ms
2025/06/28 09:23:59:629,120ms
2025/06/28 09:23:59:739,41ms
2025/06/28 09:24:09:359,20ms
2025/06/28 09:24:09:529,67ms
2025/06/28 09:24:10:973,52ms
2025/06/28 09:24:34:280,77ms
2025/06/28 09:24:35:094,27ms
2025/06/28 09:24:35:762,32ms
2025/06/28 09:24:36:241,32ms
2025/06/28 09:24:41:528,57ms
2025/06/28 09:24:42:078,24ms
2025/06/28 09:24:42:219,67ms
2025/06/28 09:24:43:608,70ms
2025/06/28 09:24:43:745,56ms
2025/06/28 09:24:44:004,60ms
2025/06/28 09:24:45:459,120ms
2025/06/28 09:24:45:575,40ms
2025/06/28 09:24:46:066,119ms
2025/06/28 09:24:46:181,40ms
2025/06/28 09:25:12:368,20ms
2025/06/28 09:25:12:538,67ms
2025/06/28 09:25:37:642,77ms
2025/06/28 09:25:38:473,27ms
2025/06/28 09:25:39:153,32ms
2025/06/28 09:25:39:638,32ms
2025/06/28 09:25:44:935,57ms
2025/06/28 09:25:45:491,24ms
2025/06/28 09:25:45:631,67ms
2025/06/28 09:25:47:029,70ms
2025/06/28 09:25:47:162,56ms
2025/06/28 09:25:47:426,60ms
2025/06/28 09:25:48:859,120ms
2025/06/28 09:25:48:972,40ms
2025/06/28 09:25:49:458,120ms
2025/06/28 09:25:49:567,40ms
2025/06/28 09:25:59:403,20ms
2025/06/28 09:25:59:574,67ms
2025/06/28 09:26:01:020,52ms
2025/06/28 09:27:51:290,77ms
2025/06/28 09:27:52:051,27ms
2025/06/28 09:27:52:731,32ms
2025/06/28 09:27:53:209,32ms
2025/06/28 09:27:58:492,57ms
2025/06/28 09:27:59:044,24ms
2025/06/28 09:27:59:186,67ms
2025/06/28 09:28:00:588,70ms
2025/06/28 09:28:00:723,56ms
2025/06/28 09:28:00:980,60ms
2025/06/28 09:28:02:427,120ms
2025/06/28 09:28:02:542,40ms
2025/06/28 09:28:03:024,120ms
2025/06/28 09:28:03:137,40ms
2025/06/28 09:28:13:114,20ms
2025/06/28 09:28:13:286,67ms
2025/06/28 09:28:48:385,77ms
2025/06/28 09:28:49:167,27ms
2025/06/28 09:28:49:840,32ms
2025/06/28 09:28:50:262,32ms
2025/06/28 09:28:55:474,57ms
2025/06/28 09:28:56:027,24ms
2025/06/28 09:28:56:167,67ms
2025/06/28 09:28:57:571,70ms
2025/06/28 09:28:57:709,56ms
2025/06/28 09:28:57:964,60ms
2025/06/28 09:28:59:406,120ms
2025/06/28 09:28:59:522,40ms
2025/06/28 09:28:59:996,120ms
2025/06/28 09:29:00:110,40ms
2025/06/28 09:29:09:892,20ms
2025/06/28 09:29:10:063,67ms
2025/06/28 09:29:11:505,52ms
2025/06/28 09:29:37:045,77ms
2025/06/28 09:29:37:873,27ms
2025/06/28 09:29:38:556,32ms
2025/06/28 09:29:38:987,32ms
2025/06/28 09:29:44:203,57ms
2025/06/28 09:29:44:764,24ms
2025/06/28 09:29:44:907,67ms
2025/06/28 09:29:46:307,70ms
2025/06/28 09:29:46:445,56ms
2025/06/28 09:29:46:695,60ms
2025/06/28 09:29:48:133,120ms
2025/06/28 09:29:48:244,40ms
2025/06/28 09:29:48:616,120ms
2025/06/28 09:29:48:730,40ms
2025/06/28 09:29:58:758,20ms
2025/06/28 09:29:58:929,67ms
2025/06/28 09:30:24:028,77ms
2025/06/28 09:30:24:832,27ms
2025/06/28 09:30:25:470,32ms
2025/06/28 09:30:25:993,32ms
2025/06/28 09:30:31:302,57ms
2025/06/28 09:30:31:857,24ms
2025/06/28 09:30:31:998,67ms
2025/06/28 09:30:33:393,70ms
2025/06/28 09:30:33:529,56ms
2025/06/28 09:30:33:785,60ms
2025/06/28 09:30:35:237,120ms
2025/06/28 09:30:35:347,40ms
2025/06/28 09:30:35:686,120ms
2025/06/28 09:30:35:798,40ms
2025/06/28 09:30:45:949,20ms
2025/06/28 09:30:46:120,67ms
2025/06/28 09:30:47:563,52ms
2025/06/28 09:31:26:701,77ms
2025/06/28 09:31:27:561,27ms
2025/06/28 09:31:28:204,32ms
2025/06/28 09:31:28:690,32ms
2025/06/28 09:31:33:989,57ms
2025/06/28 09:31:34:546,25ms
2025/06/28 09:31:34:688,68ms
2025/06/28 09:31:36:081,70ms
2025/06/28 09:31:36:215,56ms
2025/06/28 09:31:36:476,60ms
2025/06/28 09:31:37:925,120ms
2025/06/28 09:31:38:041,40ms
2025/06/28 09:31:38:511,120ms
2025/06/28 09:31:38:623,40ms
2025/06/28 09:31:48:293,20ms
2025/06/28 09:31:48:464,67ms
2025/06/28 09:32:18:922,78ms
2025/06/28 09:32:19:740,27ms
2025/06/28 09:32:20:419,32ms
2025/06/28 09:32:20:957,32ms
2025/06/28 09:32:26:283,57ms
2025/06/28 09:32:26:847,24ms
2025/06/28 09:32:26:988,67ms
2025/06/28 09:32:28:381,70ms
2025/06/28 09:32:28:520,56ms
2025/06/28 09:32:28:776,60ms
2025/06/28 09:32:30:254,120ms
2025/06/28 09:32:30:366,40ms
2025/06/28 09:32:30:837,120ms
2025/06/28 09:32:30:950,40ms
2025/06/28 09:32:41:079,20ms
2025/06/28 09:32:41:250,68ms
2025/06/28 09:32:42:692,52ms
2025/06/28 09:33:31:491,77ms
2025/06/28 09:33:32:302,27ms
2025/06/28 09:33:32:984,32ms
2025/06/28 09:33:33:371,32ms
2025/06/28 09:33:38:577,57ms
2025/06/28 09:33:39:132,24ms
2025/06/28 09:33:39:277,67ms
2025/06/28 09:33:40:676,70ms
2025/06/28 09:33:40:813,56ms
2025/06/28 09:33:41:071,60ms
2025/06/28 09:33:42:516,119ms
2025/06/28 09:33:42:626,40ms
2025/06/28 09:33:43:111,120ms
2025/06/28 09:33:43:226,40ms
2025/06/28 09:33:52:958,20ms
2025/06/28 09:33:53:127,67ms
2025/06/28 09:35:58:738,77ms
2025/06/28 09:35:59:556,28ms
2025/06/28 09:36:00:230,32ms
2025/06/28 09:36:00:712,32ms
2025/06/28 09:36:06:669,57ms
2025/06/28 09:36:07:222,24ms
2025/06/28 09:36:07:365,67ms
2025/06/28 09:36:08:763,70ms
2025/06/28 09:36:08:899,56ms
2025/06/28 09:36:09:154,60ms
2025/06/28 09:36:10:617,120ms
2025/06/28 09:36:10:732,40ms
2025/06/28 09:36:11:149,120ms
2025/06/28 09:36:11:261,40ms
2025/06/28 09:36:21:336,19ms
2025/06/28 09:36:21:509,68ms
2025/06/28 09:36:22:961,52ms
2025/06/28 09:37:03:181,77ms
2025/06/28 09:37:04:036,27ms
2025/06/28 09:37:04:698,32ms
2025/06/28 09:37:05:119,32ms
2025/06/28 09:37:10:328,57ms
2025/06/28 09:37:10:881,24ms
2025/06/28 09:37:11:023,67ms
2025/06/28 09:37:12:418,70ms
2025/06/28 09:37:12:554,56ms
2025/06/28 09:37:12:815,60ms
2025/06/28 09:37:14:283,120ms
2025/06/28 09:37:14:397,40ms
2025/06/28 09:37:14:839,120ms
2025/06/28 09:37:14:949,40ms
2025/06/28 09:37:24:775,20ms
2025/06/28 09:37:24:946,67ms
2025/06/28 09:38:32:808,77ms
2025/06/28 09:38:33:572,27ms
2025/06/28 09:38:34:245,32ms
2025/06/28 09:38:34:654,32ms
2025/06/28 09:38:39:897,57ms
2025/06/28 09:38:40:461,24ms
2025/06/28 09:38:40:603,67ms
2025/06/28 09:38:41:993,70ms
2025/06/28 09:38:42:130,56ms
2025/06/28 09:38:42:387,60ms
2025/06/28 09:38:43:799,120ms
2025/06/28 09:38:43:915,40ms
2025/06/28 09:38:44:368,119ms
2025/06/28 09:38:44:481,40ms
2025/06/28 09:38:54:495,20ms
2025/06/28 09:38:54:665,67ms
2025/06/28 09:38:56:119,52ms
2025/06/28 09:41:49:427,77ms
2025/06/28 09:41:50:239,27ms
2025/06/28 09:41:50:918,32ms
2025/06/28 09:41:51:364,32ms
2025/06/28 09:41:56:657,57ms
2025/06/28 09:41:57:211,24ms
2025/06/28 09:41:57:351,67ms
2025/06/28 09:41:58:754,70ms
2025/06/28 09:41:58:895,56ms
2025/06/28 09:41:59:152,60ms
2025/06/28 09:42:00:580,120ms
2025/06/28 09:42:00:697,40ms
2025/06/28 09:42:01:232,120ms
2025/06/28 09:42:01:343,40ms
2025/06/28 09:42:11:428,20ms
2025/06/28 09:42:11:599,67ms
2025/06/28 09:43:05:485,77ms
2025/06/28 09:43:06:304,27ms
2025/06/28 09:43:07:003,32ms
2025/06/28 09:43:07:451,32ms
2025/06/28 09:43:12:690,57ms
2025/06/28 09:43:13:250,24ms
2025/06/28 09:43:13:390,67ms
2025/06/28 09:43:14:784,70ms
2025/06/28 09:43:14:920,56ms
2025/06/28 09:43:15:169,60ms
2025/06/28 09:43:16:591,120ms
2025/06/28 09:43:16:707,41ms
2025/06/28 09:43:17:037,120ms
2025/06/28 09:43:17:150,40ms
2025/06/28 09:43:26:943,20ms
2025/06/28 09:43:27:113,67ms
2025/06/28 09:43:28:558,52ms
2025/06/28 09:44:16:435,77ms
2025/06/28 09:44:17:225,27ms
2025/06/28 09:44:17:862,32ms
2025/06/28 09:44:18:341,32ms
2025/06/28 09:44:23:616,57ms
2025/06/28 09:44:24:168,24ms
2025/06/28 09:44:24:312,67ms
2025/06/28 09:44:25:714,70ms
2025/06/28 09:44:25:847,56ms
2025/06/28 09:44:26:101,60ms
2025/06/28 09:44:27:547,119ms
2025/06/28 09:44:27:659,40ms
2025/06/28 09:44:28:120,120ms
2025/06/28 09:44:28:234,41ms
2025/06/28 09:44:38:309,20ms
2025/06/28 09:44:38:479,66ms
2025/06/28 09:45:03:498,77ms
2025/06/28 09:45:04:303,27ms
2025/06/28 09:45:04:970,32ms
2025/06/28 09:45:05:424,32ms
2025/06/28 09:45:10:726,57ms
2025/06/28 09:45:11:292,24ms
2025/06/28 09:45:11:435,68ms
2025/06/28 09:45:12:835,70ms
2025/06/28 09:45:12:974,56ms
2025/06/28 09:45:13:236,60ms
2025/06/28 09:45:14:686,120ms
2025/06/28 09:45:14:797,40ms
2025/06/28 09:45:15:287,120ms
2025/06/28 09:45:15:400,40ms
2025/06/28 09:45:25:317,20ms
2025/06/28 09:45:25:491,68ms
2025/06/28 09:45:26:940,52ms
2025/06/28 09:49:00:903,77ms
2025/06/28 09:49:01:710,27ms
2025/06/28 09:49:02:393,32ms
2025/06/28 09:49:02:840,32ms
2025/06/28 09:49:08:131,57ms
2025/06/28 09:49:08:694,24ms
2025/06/28 09:49:08:835,67ms
2025/06/28 09:49:10:240,70ms
2025/06/28 09:49:10:377,56ms
2025/06/28 09:49:10:636,60ms
2025/06/28 09:49:12:070,120ms
2025/06/28 09:49:12:185,40ms
2025/06/28 09:49:12:623,120ms
2025/06/28 09:49:12:739,40ms
2025/06/28 09:49:22:830,20ms
2025/06/28 09:49:23:001,67ms
2025/06/28 09:49:47:600,77ms
2025/06/28 09:49:48:400,27ms
2025/06/28 09:49:49:078,32ms
2025/06/28 09:49:49:481,32ms
2025/06/28 09:49:54:714,57ms
2025/06/28 09:49:55:270,24ms
2025/06/28 09:49:55:412,67ms
2025/06/28 09:49:56:810,70ms
2025/06/28 09:49:56:948,56ms
2025/06/28 09:49:57:203,60ms
2025/06/28 09:49:58:663,120ms
2025/06/28 09:49:58:776,40ms
2025/06/28 09:49:59:237,120ms
2025/06/28 09:49:59:350,40ms
2025/06/28 09:50:09:068,20ms
2025/06/28 09:50:09:239,67ms
2025/06/28 09:50:10:683,52ms
2025/06/28 09:50:30:885,77ms
2025/06/28 09:50:31:738,27ms
2025/06/28 09:50:32:413,32ms
2025/06/28 09:50:32:879,32ms
2025/06/28 09:50:38:170,57ms
2025/06/28 09:50:38:726,24ms
2025/06/28 09:50:38:866,67ms
2025/06/28 09:50:40:268,70ms
2025/06/28 09:50:40:406,56ms
2025/06/28 09:50:40:665,60ms
2025/06/28 09:50:42:083,120ms
2025/06/28 09:50:42:195,40ms
2025/06/28 09:50:42:672,120ms
2025/06/28 09:50:42:784,40ms
2025/06/28 09:50:52:758,20ms
2025/06/28 09:50:52:930,67ms
2025/06/28 09:51:13:419,77ms
2025/06/28 09:51:14:217,27ms
2025/06/28 09:51:14:903,32ms
2025/06/28 09:51:15:356,32ms
2025/06/28 09:51:20:615,57ms
2025/06/28 09:51:21:170,24ms
2025/06/28 09:51:21:312,67ms
2025/06/28 09:51:22:701,70ms
2025/06/28 09:51:22:841,56ms
2025/06/28 09:51:23:098,60ms
2025/06/28 09:51:24:525,120ms
2025/06/28 09:51:24:636,40ms
2025/06/28 09:51:25:082,120ms
2025/06/28 09:51:25:198,40ms
2025/06/28 09:51:35:328,20ms
2025/06/28 09:51:35:499,67ms
2025/06/28 09:51:46:101,52ms
2025/06/28 09:52:54:903,77ms
2025/06/28 09:52:55:753,27ms
2025/06/28 09:52:56:426,32ms
2025/06/28 09:52:56:934,32ms
2025/06/28 09:53:02:259,57ms
2025/06/28 09:53:02:813,24ms
2025/06/28 09:53:02:954,67ms
2025/06/28 09:53:04:344,70ms
2025/06/28 09:53:04:479,56ms
2025/06/28 09:53:04:733,60ms
2025/06/28 09:53:06:182,120ms
2025/06/28 09:53:06:294,40ms
2025/06/28 09:53:06:760,120ms
2025/06/28 09:53:06:873,40ms
2025/06/28 09:53:16:570,19ms
2025/06/28 09:53:16:742,67ms
2025/06/28 09:54:06:516,77ms
2025/06/28 09:54:07:285,27ms
2025/06/28 09:54:07:960,32ms
2025/06/28 09:54:08:368,32ms
2025/06/28 09:54:13:569,57ms
2025/06/28 09:54:14:126,24ms
2025/06/28 09:54:14:268,67ms
2025/06/28 09:54:15:671,70ms
2025/06/28 09:54:15:807,56ms
2025/06/28 09:54:16:070,60ms
2025/06/28 09:54:17:505,120ms
2025/06/28 09:54:17:617,40ms
2025/06/28 09:54:17:948,120ms
2025/06/28 09:54:18:062,40ms
2025/06/28 09:54:28:275,20ms
2025/06/28 09:54:28:447,67ms
2025/06/28 09:54:38:085,52ms
2025/06/28 09:55:24:428,77ms
2025/06/28 09:55:25:245,27ms
2025/06/28 09:55:25:890,32ms
2025/06/28 09:55:26:411,32ms
2025/06/28 09:55:31:765,57ms
2025/06/28 09:55:32:315,24ms
2025/06/28 09:55:32:457,67ms
2025/06/28 09:55:33:850,69ms
2025/06/28 09:55:33:989,56ms
2025/06/28 09:55:34:248,60ms
2025/06/28 09:55:35:694,120ms
2025/06/28 09:55:35:806,40ms
2025/06/28 09:55:36:295,120ms
2025/06/28 09:55:36:411,40ms
2025/06/28 09:55:46:382,20ms
2025/06/28 09:55:46:553,67ms
2025/06/28 09:57:08:192,77ms
2025/06/28 09:57:08:985,27ms
2025/06/28 09:57:09:676,32ms
2025/06/28 09:57:10:102,32ms
2025/06/28 09:57:15:354,57ms
2025/06/28 09:57:15:916,24ms
2025/06/28 09:57:16:058,67ms
2025/06/28 09:57:17:458,70ms
2025/06/28 09:57:17:593,56ms
2025/06/28 09:57:17:849,60ms
