时间,通道,亮度,设置时间
2025/06/28 13:30:25:718,1,0,24ms
2025/06/28 13:30:25:748,4,255,24ms
2025/06/28 13:30:25:854,4,0,23ms
2025/06/28 13:30:26:000,4,255,23ms
2025/06/28 13:30:26:104,4,0,23ms
2025/06/28 13:30:27:413,5,255,24ms
2025/06/28 13:30:27:573,5,0,23ms
2025/06/28 13:30:27:604,4,255,23ms
2025/06/28 13:30:27:689,4,0,24ms
2025/06/28 13:30:27:956,5,255,23ms
2025/06/28 13:30:28:115,5,0,23ms
2025/06/28 13:30:28:146,4,255,23ms
2025/06/28 13:30:28:230,4,0,23ms
2025/06/28 13:30:38:248,3,255,24ms
2025/06/28 13:30:38:309,3,0,23ms
2025/06/28 13:30:38:340,3,0,23ms
2025/06/28 13:30:38:371,2,255,23ms
2025/06/28 13:30:38:486,3,0,24ms
2025/06/28 13:30:38:515,2,0,24ms
2025/06/28 13:30:54:512,2,255,24ms
2025/06/28 13:30:54:635,2,0,23ms
2025/06/28 13:30:55:328,3,90,23ms
2025/06/28 13:30:55:358,2,255,23ms
2025/06/28 13:30:55:423,3,0,23ms
2025/06/28 13:30:55:454,2,0,23ms
2025/06/28 13:30:56:029,6,255,24ms
2025/06/28 13:30:56:096,6,0,23ms
2025/06/28 13:30:56:431,6,255,23ms
2025/06/28 13:30:56:498,6,0,23ms
2025/06/28 13:31:01:656,2,255,24ms
2025/06/28 13:31:01:771,2,0,23ms
2025/06/28 13:31:02:255,3,255,23ms
2025/06/28 13:31:02:323,3,0,24ms
2025/06/28 13:31:02:353,2,255,23ms
2025/06/28 13:31:02:466,2,0,24ms
2025/06/28 13:31:03:757,1,255,23ms
2025/06/28 13:31:03:868,1,0,23ms
2025/06/28 13:31:03:899,4,255,23ms
2025/06/28 13:31:04:005,4,0,24ms
2025/06/28 13:31:04:152,4,255,24ms
2025/06/28 13:31:04:256,4,0,24ms
2025/06/28 13:31:05:555,5,255,23ms
2025/06/28 13:31:05:715,5,0,23ms
2025/06/28 13:31:05:747,4,255,23ms
2025/06/28 13:31:05:830,4,0,23ms
2025/06/28 13:31:06:176,5,255,23ms
2025/06/28 13:31:06:337,5,0,23ms
2025/06/28 13:31:06:368,4,255,23ms
2025/06/28 13:31:06:452,4,0,24ms
2025/06/28 13:31:16:010,3,255,24ms
2025/06/28 13:31:16:071,3,0,23ms
2025/06/28 13:31:16:102,3,0,23ms
2025/06/28 13:31:16:133,2,255,23ms
2025/06/28 13:31:16:246,3,0,25ms
2025/06/28 13:31:16:276,2,0,23ms
2025/06/28 13:31:17:605,2,255,24ms
2025/06/28 13:31:17:698,2,0,23ms
2025/06/28 13:31:41:286,2,255,24ms
2025/06/28 13:31:41:411,2,0,24ms
2025/06/28 13:31:42:109,3,90,24ms
2025/06/28 13:31:42:140,2,255,24ms
2025/06/28 13:31:42:210,3,0,23ms
2025/06/28 13:31:42:242,2,0,24ms
2025/06/28 13:31:42:834,6,255,23ms
2025/06/28 13:31:42:902,6,0,23ms
2025/06/28 13:31:43:277,6,255,24ms
2025/06/28 13:31:43:345,6,0,23ms
2025/06/28 13:31:48:551,2,255,24ms
2025/06/28 13:31:48:658,2,0,24ms
2025/06/28 13:31:49:137,3,255,23ms
2025/06/28 13:31:49:205,3,0,23ms
2025/06/28 13:31:49:236,2,255,24ms
2025/06/28 13:31:49:345,2,0,24ms
2025/06/28 13:31:50:632,1,255,23ms
2025/06/28 13:31:50:742,1,0,23ms
2025/06/28 13:31:50:773,4,255,23ms
2025/06/28 13:31:50:878,4,0,23ms
2025/06/28 13:31:51:027,4,255,24ms
2025/06/28 13:31:51:131,4,0,23ms
2025/06/28 13:31:52:429,5,255,24ms
2025/06/28 13:31:52:593,5,0,23ms
2025/06/28 13:31:52:624,4,255,24ms
2025/06/28 13:31:52:709,4,0,25ms
2025/06/28 13:31:53:043,5,255,23ms
2025/06/28 13:31:53:208,5,0,23ms
2025/06/28 13:31:53:239,4,255,23ms
2025/06/28 13:31:53:324,4,0,23ms
2025/06/28 13:32:03:344,3,255,24ms
2025/06/28 13:32:03:405,3,0,24ms
2025/06/28 13:32:03:436,3,0,24ms
2025/06/28 13:32:03:467,2,255,23ms
2025/06/28 13:32:03:579,3,0,23ms
2025/06/28 13:32:03:609,2,0,24ms
2025/06/28 13:32:29:712,2,255,23ms
2025/06/28 13:32:29:836,2,0,23ms
2025/06/28 13:32:30:525,3,90,24ms
2025/06/28 13:32:30:556,2,255,24ms
2025/06/28 13:32:30:626,3,0,23ms
2025/06/28 13:32:30:657,2,0,24ms
2025/06/28 13:32:31:240,6,255,23ms
2025/06/28 13:32:31:308,6,0,24ms
2025/06/28 13:32:31:708,6,255,23ms
2025/06/28 13:32:31:776,6,0,23ms
2025/06/28 13:32:37:018,2,255,23ms
2025/06/28 13:32:37:131,2,0,23ms
2025/06/28 13:32:37:615,3,255,24ms
2025/06/28 13:32:37:682,3,0,24ms
2025/06/28 13:32:37:713,2,255,23ms
2025/06/28 13:32:37:826,2,0,24ms
2025/06/28 13:32:39:131,1,255,24ms
2025/06/28 13:32:39:242,1,0,24ms
2025/06/28 13:32:39:273,4,255,23ms
2025/06/28 13:32:39:382,4,0,23ms
2025/06/28 13:32:39:529,4,255,24ms
2025/06/28 13:32:39:632,4,0,23ms
2025/06/28 13:32:40:929,5,255,23ms
2025/06/28 13:32:41:089,5,0,23ms
2025/06/28 13:32:41:120,4,255,23ms
2025/06/28 13:32:41:206,4,0,24ms
2025/06/28 13:32:41:548,5,255,23ms
2025/06/28 13:32:41:708,5,0,23ms
2025/06/28 13:32:41:739,4,255,23ms
2025/06/28 13:32:41:824,4,0,24ms
2025/06/28 13:32:51:754,3,255,23ms
2025/06/28 13:32:51:817,3,0,24ms
2025/06/28 13:32:51:847,3,0,23ms
2025/06/28 13:32:51:878,2,255,23ms
2025/06/28 13:32:51:993,3,0,24ms
2025/06/28 13:32:52:022,2,0,24ms
2025/06/28 13:32:53:353,2,255,23ms
2025/06/28 13:32:53:448,2,0,23ms
2025/06/28 13:33:10:411,2,255,24ms
2025/06/28 13:33:10:535,2,0,23ms
2025/06/28 13:33:11:236,3,90,23ms
2025/06/28 13:33:11:267,2,255,24ms
2025/06/28 13:33:11:337,3,0,24ms
2025/06/28 13:33:11:368,2,0,23ms
2025/06/28 13:33:11:949,6,255,22ms
2025/06/28 13:33:12:017,6,0,23ms
2025/06/28 13:33:12:377,6,255,23ms
2025/06/28 13:33:12:445,6,0,24ms
2025/06/28 13:33:17:580,2,255,23ms
2025/06/28 13:33:17:691,2,0,23ms
2025/06/28 13:33:18:172,3,255,23ms
2025/06/28 13:33:18:240,3,0,23ms
2025/06/28 13:33:18:271,2,255,23ms
2025/06/28 13:33:18:379,2,0,23ms
2025/06/28 13:33:19:675,1,255,23ms
2025/06/28 13:33:19:786,1,0,23ms
2025/06/28 13:33:19:817,4,255,23ms
2025/06/28 13:33:19:923,4,0,23ms
2025/06/28 13:33:20:072,4,255,23ms
2025/06/28 13:33:20:177,4,0,25ms
2025/06/28 13:33:21:450,5,255,24ms
2025/06/28 13:33:21:614,5,0,24ms
2025/06/28 13:33:21:644,4,255,24ms
2025/06/28 13:33:21:728,4,0,23ms
2025/06/28 13:33:21:979,5,255,23ms
2025/06/28 13:33:22:140,5,0,23ms
2025/06/28 13:33:22:171,4,255,23ms
2025/06/28 13:33:22:256,4,0,24ms
2025/06/28 13:33:32:114,3,255,24ms
2025/06/28 13:33:32:176,3,0,23ms
2025/06/28 13:33:32:207,3,0,23ms
2025/06/28 13:33:32:238,2,255,23ms
2025/06/28 13:33:32:352,3,0,24ms
2025/06/28 13:33:32:382,2,0,23ms
2025/06/28 13:33:59:203,2,255,24ms
2025/06/28 13:33:59:328,2,0,23ms
2025/06/28 13:34:00:035,3,90,24ms
2025/06/28 13:34:00:066,2,255,23ms
2025/06/28 13:34:00:136,3,0,24ms
2025/06/28 13:34:00:167,2,0,23ms
2025/06/28 13:34:00:738,6,255,23ms
2025/06/28 13:34:00:810,6,0,23ms
2025/06/28 13:34:01:146,6,255,23ms
2025/06/28 13:34:01:214,6,0,23ms
2025/06/28 13:34:12:183,2,255,23ms
2025/06/28 13:34:12:296,2,0,24ms
2025/06/28 13:34:12:779,3,255,25ms
2025/06/28 13:34:12:845,3,0,23ms
2025/06/28 13:34:12:876,2,255,23ms
2025/06/28 13:34:12:989,2,0,24ms
2025/06/28 13:34:14:273,1,255,23ms
2025/06/28 13:34:14:384,1,0,23ms
2025/06/28 13:34:14:415,4,255,23ms
2025/06/28 13:34:14:521,4,0,24ms
2025/06/28 13:34:14:666,4,255,23ms
2025/06/28 13:34:14:771,4,0,23ms
2025/06/28 13:34:16:077,5,255,24ms
2025/06/28 13:34:16:237,5,0,23ms
2025/06/28 13:34:16:268,4,255,23ms
2025/06/28 13:34:16:352,4,0,23ms
2025/06/28 13:34:16:632,5,255,24ms
2025/06/28 13:34:16:791,5,0,23ms
2025/06/28 13:34:16:822,4,255,23ms
2025/06/28 13:34:16:906,4,0,23ms
2025/06/28 13:34:26:861,3,255,23ms
2025/06/28 13:34:26:923,3,0,23ms
2025/06/28 13:34:26:954,3,0,23ms
2025/06/28 13:34:26:985,2,255,23ms
2025/06/28 13:34:27:094,3,0,23ms
2025/06/28 13:34:27:125,2,0,23ms
2025/06/28 13:34:28:445,2,255,24ms
2025/06/28 13:34:28:541,2,0,23ms
2025/06/28 13:41:56:393,2,255,24ms
2025/06/28 13:41:56:516,2,0,23ms
2025/06/28 13:41:57:285,3,90,24ms
2025/06/28 13:41:57:315,2,255,24ms
2025/06/28 13:41:57:386,3,0,23ms
2025/06/28 13:41:57:417,2,0,24ms
2025/06/28 13:41:57:993,6,255,23ms
2025/06/28 13:41:58:060,6,0,23ms
2025/06/28 13:41:58:459,6,255,24ms
2025/06/28 13:41:58:530,6,0,23ms
2025/06/28 13:42:03:755,2,255,24ms
2025/06/28 13:42:03:864,2,0,25ms
2025/06/28 13:42:04:352,3,255,24ms
2025/06/28 13:42:04:419,3,0,24ms
2025/06/28 13:42:04:450,3,0,23ms
2025/06/28 13:42:04:480,2,255,23ms
2025/06/28 13:42:04:593,3,0,23ms
2025/06/28 13:42:04:624,2,0,23ms
2025/06/28 13:42:05:920,1,255,24ms
2025/06/28 13:42:06:029,1,0,24ms
2025/06/28 13:42:06:060,4,255,23ms
2025/06/28 13:42:06:165,4,0,24ms
2025/06/28 13:42:06:312,4,255,24ms
2025/06/28 13:42:06:417,4,0,24ms
2025/06/28 13:42:07:726,5,255,24ms
2025/06/28 13:42:07:887,5,0,23ms
2025/06/28 13:42:07:919,4,255,24ms
2025/06/28 13:42:08:002,4,0,23ms
2025/06/28 13:42:08:347,5,255,23ms
2025/06/28 13:42:08:507,5,0,23ms
2025/06/28 13:42:08:538,4,255,23ms
2025/06/28 13:42:08:623,4,0,24ms
2025/06/28 13:42:18:563,3,255,24ms
2025/06/28 13:42:18:630,3,0,24ms
2025/06/28 13:42:18:660,3,0,23ms
2025/06/28 13:42:18:692,2,255,24ms
2025/06/28 13:42:18:804,3,0,23ms
2025/06/28 13:42:18:835,2,0,23ms
2025/06/28 13:42:45:977,2,255,24ms
2025/06/28 13:42:46:102,2,0,23ms
2025/06/28 13:42:46:811,3,90,23ms
2025/06/28 13:42:46:842,2,255,24ms
2025/06/28 13:42:46:912,3,0,24ms
2025/06/28 13:42:46:943,2,0,24ms
2025/06/28 13:42:47:528,6,255,24ms
2025/06/28 13:42:47:595,6,0,23ms
2025/06/28 13:42:47:969,6,255,24ms
2025/06/28 13:42:48:041,6,0,24ms
2025/06/28 13:42:53:210,2,255,24ms
2025/06/28 13:42:53:317,2,0,23ms
2025/06/28 13:42:53:797,3,255,24ms
2025/06/28 13:42:53:868,3,0,24ms
2025/06/28 13:42:53:898,3,0,23ms
2025/06/28 13:42:53:929,2,255,24ms
2025/06/28 13:42:54:037,3,0,23ms
2025/06/28 13:42:54:068,2,0,23ms
2025/06/28 13:42:55:359,1,255,24ms
2025/06/28 13:42:55:467,1,0,23ms
2025/06/28 13:42:55:498,4,255,23ms
2025/06/28 13:42:55:605,4,0,24ms
2025/06/28 13:42:55:752,4,255,23ms
2025/06/28 13:42:55:857,4,0,23ms
2025/06/28 13:42:57:159,5,255,24ms
2025/06/28 13:42:57:323,5,0,23ms
2025/06/28 13:42:57:354,4,255,23ms
2025/06/28 13:42:57:439,4,0,23ms
2025/06/28 13:42:57:728,5,255,24ms
2025/06/28 13:42:57:890,5,0,23ms
2025/06/28 13:42:57:921,4,255,23ms
2025/06/28 13:42:58:006,4,0,23ms
2025/06/28 13:43:08:287,3,255,23ms
2025/06/28 13:43:08:348,3,0,24ms
2025/06/28 13:43:08:379,3,0,23ms
2025/06/28 13:43:08:411,2,255,25ms
2025/06/28 13:43:08:523,3,0,24ms
2025/06/28 13:43:08:554,2,0,23ms
2025/06/28 13:43:09:881,2,255,23ms
2025/06/28 13:43:09:975,2,0,24ms
2025/06/28 13:43:30:904,2,255,24ms
2025/06/28 13:43:31:028,2,0,24ms
2025/06/28 13:43:31:803,3,90,24ms
2025/06/28 13:43:31:834,2,255,24ms
2025/06/28 13:43:31:898,3,0,23ms
2025/06/28 13:43:31:929,2,0,24ms
2025/06/28 13:43:32:510,6,255,24ms
2025/06/28 13:43:32:577,6,0,23ms
2025/06/28 13:43:33:020,6,255,23ms
2025/06/28 13:43:33:088,6,0,23ms
2025/06/28 13:43:38:360,2,255,23ms
2025/06/28 13:43:38:466,2,0,23ms
2025/06/28 13:43:38:946,3,255,24ms
2025/06/28 13:43:39:014,3,0,24ms
2025/06/28 13:43:39:044,3,0,24ms
2025/06/28 13:43:39:075,2,255,23ms
2025/06/28 13:43:39:189,3,0,23ms
2025/06/28 13:43:39:219,2,0,23ms
2025/06/28 13:43:40:513,1,255,23ms
2025/06/28 13:43:40:625,1,0,24ms
2025/06/28 13:43:40:656,4,255,23ms
2025/06/28 13:43:40:763,4,0,23ms
2025/06/28 13:43:40:910,4,255,24ms
2025/06/28 13:43:41:014,4,0,23ms
2025/06/28 13:43:42:330,5,255,24ms
2025/06/28 13:43:42:495,5,0,25ms
2025/06/28 13:43:42:525,4,255,23ms
2025/06/28 13:43:42:609,4,0,23ms
2025/06/28 13:43:42:915,5,255,23ms
2025/06/28 13:43:43:077,5,0,23ms
2025/06/28 13:43:43:108,4,255,23ms
2025/06/28 13:43:43:192,4,0,24ms
2025/06/28 13:43:53:219,3,255,24ms
2025/06/28 13:43:53:281,3,0,23ms
2025/06/28 13:43:53:312,3,0,23ms
2025/06/28 13:43:53:343,2,255,23ms
2025/06/28 13:43:53:452,3,0,24ms
2025/06/28 13:43:53:483,2,0,23ms
2025/06/28 13:43:56:035,2,255,23ms
2025/06/28 13:43:56:159,2,0,23ms
2025/06/28 13:43:56:899,3,90,23ms
2025/06/28 13:43:56:931,2,255,24ms
2025/06/28 13:43:57:001,3,0,23ms
2025/06/28 13:43:57:032,2,0,24ms
2025/06/28 13:43:57:605,6,255,23ms
2025/06/28 13:43:57:677,6,0,23ms
2025/06/28 13:43:58:015,6,255,23ms
2025/06/28 13:43:58:083,6,0,23ms
2025/06/28 13:44:08:862,2,255,24ms
2025/06/28 13:44:08:968,2,0,23ms
2025/06/28 13:44:09:448,3,255,24ms
2025/06/28 13:44:09:515,3,0,23ms
2025/06/28 13:44:09:546,3,0,23ms
2025/06/28 13:44:09:577,2,255,23ms
2025/06/28 13:44:09:685,3,0,23ms
2025/06/28 13:44:09:716,2,0,23ms
2025/06/28 13:44:11:003,1,255,24ms
2025/06/28 13:44:11:114,1,0,24ms
2025/06/28 13:44:11:145,4,255,23ms
2025/06/28 13:44:11:252,4,0,24ms
2025/06/28 13:44:11:401,4,255,23ms
2025/06/28 13:44:11:506,4,0,23ms
2025/06/28 13:44:12:806,5,255,24ms
2025/06/28 13:44:12:970,5,0,23ms
2025/06/28 13:44:13:001,4,255,23ms
2025/06/28 13:44:13:086,4,0,24ms
2025/06/28 13:44:13:352,5,255,24ms
2025/06/28 13:44:13:514,5,0,23ms
2025/06/28 13:44:13:545,4,255,23ms
2025/06/28 13:44:13:629,4,0,23ms
2025/06/28 13:44:23:657,3,255,24ms
2025/06/28 13:44:23:717,3,0,23ms
2025/06/28 13:44:23:748,3,0,23ms
2025/06/28 13:44:23:779,2,255,24ms
2025/06/28 13:44:23:887,3,0,24ms
2025/06/28 13:44:23:918,2,0,23ms
2025/06/28 13:44:25:249,2,255,23ms
2025/06/28 13:44:25:343,2,0,23ms
2025/06/28 13:44:43:512,2,255,23ms
2025/06/28 13:44:43:638,2,0,24ms
2025/06/28 13:44:44:341,3,90,23ms
2025/06/28 13:44:44:372,2,255,23ms
2025/06/28 13:44:44:437,3,0,23ms
2025/06/28 13:44:44:468,2,0,23ms
2025/06/28 13:44:45:030,6,255,23ms
2025/06/28 13:44:45:097,6,0,23ms
2025/06/28 13:44:45:406,6,255,23ms
2025/06/28 13:44:45:473,6,0,23ms
2025/06/28 13:44:50:591,2,255,23ms
2025/06/28 13:44:50:698,2,0,23ms
2025/06/28 13:44:51:184,3,255,23ms
2025/06/28 13:44:51:253,3,0,23ms
2025/06/28 13:44:51:284,3,0,24ms
2025/06/28 13:44:51:315,2,255,23ms
2025/06/28 13:44:51:424,3,0,23ms
2025/06/28 13:44:51:454,2,0,23ms
2025/06/28 13:44:52:748,1,255,23ms
2025/06/28 13:44:52:859,1,0,23ms
2025/06/28 13:44:52:893,4,255,26ms
2025/06/28 13:44:53:004,4,0,24ms
2025/06/28 13:44:53:151,4,255,24ms
2025/06/28 13:44:53:255,4,0,23ms
2025/06/28 13:44:54:557,5,255,23ms
2025/06/28 13:44:54:717,5,0,23ms
2025/06/28 13:44:54:748,4,255,23ms
2025/06/28 13:44:54:831,4,0,24ms
2025/06/28 13:44:55:099,5,255,24ms
2025/06/28 13:44:55:262,5,0,23ms
2025/06/28 13:44:55:294,4,255,24ms
2025/06/28 13:44:55:377,4,0,23ms
2025/06/28 13:45:05:167,3,255,23ms
2025/06/28 13:45:05:230,3,0,24ms
2025/06/28 13:45:05:260,3,0,22ms
2025/06/28 13:45:05:292,2,255,23ms
2025/06/28 13:45:05:401,3,0,23ms
2025/06/28 13:45:05:432,2,0,24ms
2025/06/28 13:45:10:840,2,255,24ms
2025/06/28 13:45:10:965,2,0,24ms
2025/06/28 13:45:11:619,3,90,23ms
2025/06/28 13:45:11:650,2,255,23ms
2025/06/28 13:45:11:721,3,0,23ms
2025/06/28 13:45:11:753,2,0,24ms
2025/06/28 13:45:12:323,6,255,24ms
2025/06/28 13:45:12:391,6,0,23ms
2025/06/28 13:45:12:780,6,255,24ms
2025/06/28 13:45:12:848,6,0,24ms
2025/06/28 13:45:20:710,2,255,24ms
2025/06/28 13:45:20:817,2,0,23ms
2025/06/28 13:45:21:301,3,255,24ms
2025/06/28 13:45:21:370,3,0,23ms
2025/06/28 13:45:21:401,3,0,23ms
2025/06/28 13:45:21:432,2,255,23ms
2025/06/28 13:45:21:540,3,0,24ms
2025/06/28 13:45:21:571,2,0,23ms
2025/06/28 13:45:34:225,3,255,23ms
2025/06/28 13:45:34:294,3,0,23ms
2025/06/28 13:45:34:324,3,0,23ms
2025/06/28 13:45:34:355,2,255,23ms
2025/06/28 13:45:34:464,3,0,23ms
2025/06/28 13:45:34:495,2,0,24ms
2025/06/28 13:46:59:285,3,255,24ms
2025/06/28 13:46:59:352,3,0,24ms
2025/06/28 13:46:59:383,3,0,23ms
2025/06/28 13:46:59:414,2,255,23ms
2025/06/28 13:46:59:523,3,0,23ms
2025/06/28 13:46:59:554,2,0,23ms
2025/06/28 13:47:00:869,1,255,23ms
2025/06/28 13:47:00:979,1,0,24ms
2025/06/28 13:47:01:010,4,255,23ms
2025/06/28 13:47:01:116,4,0,23ms
2025/06/28 13:47:01:266,4,255,23ms
2025/06/28 13:47:01:371,4,0,23ms
2025/06/28 13:47:02:671,5,255,23ms
2025/06/28 13:47:02:831,5,0,23ms
2025/06/28 13:47:02:862,4,255,23ms
2025/06/28 13:47:02:946,4,0,23ms
2025/06/28 13:47:03:243,5,255,24ms
2025/06/28 13:47:03:407,5,0,23ms
2025/06/28 13:47:03:438,4,255,23ms
2025/06/28 13:47:03:523,4,0,23ms
2025/06/28 13:47:13:652,3,255,24ms
2025/06/28 13:47:13:714,3,0,23ms
2025/06/28 13:47:13:745,3,0,23ms
2025/06/28 13:47:13:776,2,255,24ms
2025/06/28 13:47:13:884,3,0,23ms
2025/06/28 13:47:13:915,2,0,23ms
2025/06/28 13:47:15:252,2,255,23ms
2025/06/28 13:47:15:344,2,0,23ms
2025/06/28 13:47:16:539,2,255,24ms
2025/06/28 13:47:16:664,2,0,23ms
2025/06/28 13:47:17:389,3,90,23ms
2025/06/28 13:47:17:420,2,255,24ms
2025/06/28 13:47:17:491,3,0,24ms
2025/06/28 13:47:17:523,2,0,24ms
2025/06/28 13:47:18:106,6,255,23ms
2025/06/28 13:47:18:173,6,0,23ms
2025/06/28 13:47:18:542,6,255,23ms
2025/06/28 13:47:18:615,6,0,24ms
2025/06/28 13:47:29:703,2,255,23ms
2025/06/28 13:47:29:811,2,0,23ms
2025/06/28 13:47:30:306,3,255,23ms
2025/06/28 13:47:30:374,3,0,23ms
2025/06/28 13:47:30:405,3,0,23ms
2025/06/28 13:47:30:437,2,255,24ms
2025/06/28 13:47:30:545,3,0,23ms
2025/06/28 13:47:30:576,2,0,24ms
2025/06/28 13:47:31:894,1,255,23ms
2025/06/28 13:47:32:006,1,0,24ms
2025/06/28 13:47:32:036,4,255,23ms
2025/06/28 13:47:32:146,4,0,25ms
2025/06/28 13:47:32:293,4,255,25ms
2025/06/28 13:47:32:396,4,0,24ms
2025/06/28 13:47:33:714,5,255,24ms
2025/06/28 13:47:33:875,5,0,23ms
2025/06/28 13:47:33:906,4,255,23ms
2025/06/28 13:47:33:990,4,0,24ms
2025/06/28 13:47:34:308,5,255,24ms
2025/06/28 13:47:34:469,5,0,23ms
2025/06/28 13:47:34:500,4,255,23ms
2025/06/28 13:47:34:584,4,0,23ms
2025/06/28 13:47:44:778,3,255,24ms
2025/06/28 13:47:44:840,3,0,24ms
2025/06/28 13:47:44:871,3,0,23ms
2025/06/28 13:47:44:903,2,255,24ms
2025/06/28 13:47:45:015,3,0,23ms
2025/06/28 13:47:45:046,2,0,23ms
2025/06/28 13:49:30:300,2,255,24ms
2025/06/28 13:49:30:423,2,0,23ms
2025/06/28 13:49:31:136,3,90,24ms
2025/06/28 13:49:31:167,2,255,23ms
2025/06/28 13:49:31:238,3,0,24ms
2025/06/28 13:49:31:269,2,0,23ms
2025/06/28 13:49:31:849,6,255,23ms
2025/06/28 13:49:31:921,6,0,23ms
2025/06/28 13:49:32:271,6,255,23ms
2025/06/28 13:49:32:339,6,0,23ms
2025/06/28 13:49:37:532,2,255,24ms
2025/06/28 13:49:37:640,2,0,24ms
2025/06/28 13:49:38:124,3,255,23ms
2025/06/28 13:49:38:192,3,0,24ms
2025/06/28 13:49:38:223,3,0,23ms
2025/06/28 13:49:38:255,2,255,25ms
2025/06/28 13:49:38:367,3,0,23ms
2025/06/28 13:49:38:398,2,0,23ms
2025/06/28 13:49:39:691,1,255,24ms
2025/06/28 13:49:39:802,1,0,23ms
2025/06/28 13:49:39:833,4,255,23ms
2025/06/28 13:49:39:941,4,0,24ms
2025/06/28 13:49:40:093,4,255,23ms
2025/06/28 13:49:40:198,4,0,24ms
2025/06/28 13:49:41:489,5,255,23ms
2025/06/28 13:49:41:652,5,0,24ms
2025/06/28 13:49:41:683,4,255,23ms
2025/06/28 13:49:41:767,4,0,23ms
2025/06/28 13:49:42:078,5,255,25ms
2025/06/28 13:49:42:240,5,0,23ms
2025/06/28 13:49:42:271,4,255,23ms
2025/06/28 13:49:42:356,4,0,23ms
2025/06/28 13:49:52:309,3,255,23ms
2025/06/28 13:49:52:371,3,0,24ms
2025/06/28 13:49:52:402,3,0,23ms
2025/06/28 13:49:52:433,2,255,24ms
2025/06/28 13:49:52:543,3,0,24ms
2025/06/28 13:49:52:575,2,0,24ms
2025/06/28 13:49:53:912,2,255,24ms
2025/06/28 13:49:54:006,2,0,23ms
2025/06/28 13:50:10:737,2,255,24ms
2025/06/28 13:50:10:861,2,0,23ms
2025/06/28 13:50:11:596,3,90,24ms
2025/06/28 13:50:11:627,2,255,23ms
2025/06/28 13:50:11:696,3,0,23ms
2025/06/28 13:50:11:727,2,0,23ms
2025/06/28 13:50:12:310,6,255,24ms
2025/06/28 13:50:12:380,6,0,23ms
2025/06/28 13:50:12:812,6,255,23ms
2025/06/28 13:50:12:883,6,0,24ms
2025/06/28 13:50:18:142,2,255,24ms
2025/06/28 13:50:18:247,2,0,22ms
2025/06/28 13:50:18:728,3,255,23ms
2025/06/28 13:50:18:796,3,0,24ms
2025/06/28 13:50:18:826,3,0,23ms
2025/06/28 13:50:18:858,2,255,24ms
2025/06/28 13:50:18:969,3,0,23ms
2025/06/28 13:50:19:000,2,0,24ms
2025/06/28 13:50:20:291,1,255,24ms
2025/06/28 13:50:20:402,1,0,23ms
2025/06/28 13:50:20:433,4,255,23ms
2025/06/28 13:50:20:541,4,0,23ms
2025/06/28 13:50:20:688,4,255,24ms
2025/06/28 13:50:20:793,4,0,24ms
2025/06/28 13:50:22:074,5,255,24ms
2025/06/28 13:50:22:238,5,0,23ms
2025/06/28 13:50:22:269,4,255,24ms
2025/06/28 13:50:22:350,4,0,22ms
2025/06/28 13:50:22:648,5,255,24ms
2025/06/28 13:50:22:807,5,0,23ms
2025/06/28 13:50:22:838,4,255,23ms
2025/06/28 13:50:22:922,4,0,23ms
2025/06/28 13:50:33:032,3,255,23ms
2025/06/28 13:50:33:095,3,0,24ms
2025/06/28 13:50:33:125,3,0,23ms
2025/06/28 13:50:33:156,2,255,23ms
2025/06/28 13:50:33:264,3,0,23ms
2025/06/28 13:50:33:295,2,0,23ms
2025/06/28 13:51:03:515,2,255,24ms
2025/06/28 13:51:03:645,2,0,24ms
2025/06/28 13:51:04:336,3,90,23ms
2025/06/28 13:51:04:369,2,255,23ms
2025/06/28 13:51:04:439,3,0,23ms
2025/06/28 13:51:04:470,2,0,24ms
2025/06/28 13:51:05:048,6,255,23ms
2025/06/28 13:51:05:120,6,0,24ms
2025/06/28 13:51:05:485,6,255,24ms
2025/06/28 13:51:05:553,6,0,24ms
2025/06/28 13:51:10:764,2,255,23ms
2025/06/28 13:51:10:871,2,0,24ms
2025/06/28 13:51:11:352,3,255,23ms
2025/06/28 13:51:11:422,3,0,24ms
2025/06/28 13:51:11:452,3,0,23ms
2025/06/28 13:51:11:483,2,255,23ms
2025/06/28 13:51:11:591,3,0,23ms
2025/06/28 13:51:11:622,2,0,23ms
2025/06/28 13:51:12:909,1,255,24ms
2025/06/28 13:51:13:021,1,0,24ms
2025/06/28 13:51:13:051,4,255,23ms
2025/06/28 13:51:13:159,4,0,23ms
2025/06/28 13:51:13:305,4,255,24ms
2025/06/28 13:51:13:408,4,0,23ms
2025/06/28 13:51:14:722,5,255,23ms
2025/06/28 13:51:14:885,5,0,23ms
2025/06/28 13:51:14:916,4,255,23ms
2025/06/28 13:51:15:000,4,0,23ms
2025/06/28 13:51:15:315,5,255,24ms
2025/06/28 13:51:15:482,5,0,23ms
2025/06/28 13:51:15:513,4,255,23ms
2025/06/28 13:51:15:596,4,0,23ms
2025/06/28 13:51:25:519,3,255,24ms
2025/06/28 13:51:25:583,3,0,24ms
2025/06/28 13:51:25:613,3,0,23ms
2025/06/28 13:51:25:645,2,255,24ms
2025/06/28 13:51:25:752,3,0,23ms
2025/06/28 13:51:25:783,2,0,24ms
2025/06/28 13:51:40:049,2,255,23ms
2025/06/28 13:51:40:145,2,0,23ms
2025/06/28 13:51:51:952,2,255,24ms
