时间,通道,亮度,设置时间
2025/06/25 16:22:06:216,2,0,23ms
2025/06/25 16:22:06:916,3,90,24ms
2025/06/25 16:22:06:948,2,255,24ms
2025/06/25 16:22:07:021,3,0,24ms
2025/06/25 16:22:07:053,2,0,24ms
2025/06/25 16:22:07:632,6,255,24ms
2025/06/25 16:22:07:700,6,0,23ms
2025/06/25 16:22:08:058,6,255,23ms
2025/06/25 16:22:08:126,6,0,24ms
2025/06/25 16:22:13:328,2,255,23ms
2025/06/25 16:22:13:504,2,0,24ms
2025/06/25 16:22:13:989,3,255,23ms
2025/06/25 16:22:14:075,3,0,24ms
2025/06/25 16:22:14:106,3,255,23ms
2025/06/25 16:22:14:138,2,60,24ms
2025/06/25 16:22:14:214,3,0,23ms
2025/06/25 16:22:14:245,2,0,23ms
2025/06/25 16:22:15:512,1,255,25ms
2025/06/25 16:22:15:624,1,0,23ms
2025/06/25 16:22:15:655,4,255,24ms
2025/06/25 16:22:15:761,4,0,24ms
2025/06/25 16:22:15:908,4,255,23ms
2025/06/25 16:22:16:012,4,0,23ms
2025/06/25 16:22:17:307,5,255,24ms
2025/06/25 16:22:17:466,5,0,23ms
2025/06/25 16:22:17:497,4,255,23ms
2025/06/25 16:22:17:582,4,0,23ms
2025/06/25 16:22:17:866,5,255,23ms
2025/06/25 16:22:18:032,5,0,24ms
2025/06/25 16:22:18:062,4,255,23ms
2025/06/25 16:22:18:146,4,0,23ms
2025/06/25 16:22:27:771,3,255,23ms
2025/06/25 16:22:27:837,3,0,23ms
2025/06/25 16:22:27:868,3,255,23ms
2025/06/25 16:22:27:899,2,60,23ms
2025/06/25 16:22:27:974,3,0,24ms
2025/06/25 16:22:28:006,2,0,24ms
2025/06/25 16:22:29:343,2,255,23ms
2025/06/25 16:22:29:439,2,0,23ms
2025/06/25 16:23:22:850,2,255,24ms
2025/06/25 16:23:22:972,2,0,24ms
2025/06/25 16:23:23:670,3,90,23ms
2025/06/25 16:23:23:701,2,255,24ms
2025/06/25 16:23:23:773,3,0,24ms
2025/06/25 16:23:23:803,2,0,24ms
2025/06/25 16:23:24:378,6,255,23ms
2025/06/25 16:23:24:446,6,0,23ms
2025/06/25 16:23:24:852,6,255,24ms
2025/06/25 16:23:24:926,6,0,23ms
2025/06/25 16:23:30:148,2,255,24ms
2025/06/25 16:23:30:324,2,0,24ms
2025/06/25 16:23:30:810,3,255,23ms
2025/06/25 16:23:30:900,3,0,24ms
2025/06/25 16:23:30:930,3,255,24ms
2025/06/25 16:23:30:961,2,60,23ms
2025/06/25 16:23:31:038,3,0,24ms
2025/06/25 16:23:31:069,2,0,23ms
2025/06/25 16:23:32:345,1,255,23ms
2025/06/25 16:23:32:455,1,0,23ms
2025/06/25 16:23:32:486,4,255,23ms
2025/06/25 16:23:32:596,4,0,24ms
2025/06/25 16:23:32:748,4,255,23ms
2025/06/25 16:23:32:853,4,0,24ms
2025/06/25 16:23:34:143,5,255,24ms
2025/06/25 16:23:34:305,5,0,24ms
2025/06/25 16:23:34:335,4,255,24ms
2025/06/25 16:23:34:418,4,0,24ms
2025/06/25 16:23:34:684,5,255,23ms
2025/06/25 16:23:34:844,5,0,23ms
2025/06/25 16:23:34:875,4,255,23ms
2025/06/25 16:23:34:958,4,0,23ms
2025/06/25 16:23:44:609,3,255,24ms
2025/06/25 16:23:44:681,3,0,24ms
2025/06/25 16:23:44:711,3,255,23ms
2025/06/25 16:23:44:743,2,60,24ms
2025/06/25 16:23:44:819,3,0,24ms
2025/06/25 16:23:44:849,2,0,24ms
2025/06/25 16:25:12:755,2,255,23ms
2025/06/25 16:25:12:878,2,0,23ms
2025/06/25 16:25:13:584,3,90,24ms
2025/06/25 16:25:13:615,2,255,23ms
2025/06/25 16:25:13:688,3,0,23ms
2025/06/25 16:25:13:719,2,0,23ms
2025/06/25 16:25:14:285,6,255,23ms
2025/06/25 16:25:14:353,6,0,23ms
2025/06/25 16:25:14:793,6,255,24ms
2025/06/25 16:25:14:860,6,0,23ms
2025/06/25 16:25:20:108,2,255,24ms
2025/06/25 16:25:20:283,2,0,23ms
2025/06/25 16:25:20:768,3,255,23ms
2025/06/25 16:25:20:854,3,0,24ms
2025/06/25 16:25:20:885,3,255,23ms
2025/06/25 16:25:20:916,2,60,23ms
2025/06/25 16:25:20:991,3,0,23ms
2025/06/25 16:25:21:023,2,0,24ms
2025/06/25 16:25:22:294,1,255,23ms
2025/06/25 16:25:22:404,1,0,24ms
2025/06/25 16:25:22:433,4,255,23ms
2025/06/25 16:25:22:539,4,0,23ms
2025/06/25 16:25:22:685,4,255,24ms
2025/06/25 16:25:22:794,4,0,24ms
2025/06/25 16:25:24:068,5,255,24ms
2025/06/25 16:25:24:233,5,0,24ms
2025/06/25 16:25:24:263,4,255,23ms
2025/06/25 16:25:24:346,4,0,24ms
2025/06/25 16:25:24:646,5,255,23ms
2025/06/25 16:25:24:805,5,0,24ms
2025/06/25 16:25:24:836,4,255,23ms
2025/06/25 16:25:24:919,4,0,24ms
2025/06/25 16:25:34:760,3,255,24ms
2025/06/25 16:25:34:829,3,0,23ms
2025/06/25 16:25:34:860,3,255,24ms
2025/06/25 16:25:34:892,2,60,24ms
2025/06/25 16:25:34:966,3,0,23ms
2025/06/25 16:25:34:997,2,0,24ms
2025/06/25 16:25:36:329,2,255,24ms
2025/06/25 16:25:36:425,2,0,24ms
2025/06/25 16:26:52:436,2,255,24ms
2025/06/25 16:26:52:563,2,0,24ms
2025/06/25 16:26:53:292,3,90,24ms
2025/06/25 16:26:53:322,2,255,23ms
2025/06/25 16:26:53:388,3,0,23ms
2025/06/25 16:26:53:419,2,0,24ms
2025/06/25 16:26:54:004,6,255,24ms
2025/06/25 16:26:54:072,6,0,24ms
2025/06/25 16:26:54:516,6,255,23ms
2025/06/25 16:26:54:584,6,0,23ms
2025/06/25 16:26:59:867,2,255,23ms
2025/06/25 16:27:00:045,2,0,23ms
2025/06/25 16:27:00:531,3,255,23ms
2025/06/25 16:27:00:621,3,0,23ms
2025/06/25 16:27:00:652,3,255,23ms
2025/06/25 16:27:00:684,2,60,24ms
2025/06/25 16:27:00:758,3,0,23ms
2025/06/25 16:27:00:789,2,0,24ms
2025/06/25 16:27:02:071,1,255,24ms
2025/06/25 16:27:02:181,1,0,23ms
2025/06/25 16:27:02:212,4,255,23ms
2025/06/25 16:27:02:317,4,0,23ms
2025/06/25 16:27:02:471,4,255,23ms
2025/06/25 16:27:02:576,4,0,23ms
2025/06/25 16:27:03:867,5,255,24ms
2025/06/25 16:27:04:029,5,0,24ms
2025/06/25 16:27:04:060,4,255,23ms
2025/06/25 16:27:04:143,4,0,24ms
2025/06/25 16:27:04:420,5,255,23ms
2025/06/25 16:27:04:580,5,0,23ms
2025/06/25 16:27:04:611,4,255,23ms
2025/06/25 16:27:04:695,4,0,23ms
2025/06/25 16:27:14:127,3,255,24ms
2025/06/25 16:27:14:196,3,0,23ms
2025/06/25 16:27:14:227,3,255,23ms
2025/06/25 16:27:14:259,2,60,24ms
2025/06/25 16:27:14:336,3,0,23ms
2025/06/25 16:27:14:367,2,0,23ms
2025/06/25 16:29:08:433,2,255,24ms
2025/06/25 16:29:08:556,2,0,25ms
2025/06/25 16:29:09:213,3,90,23ms
2025/06/25 16:29:09:244,2,255,23ms
2025/06/25 16:29:09:317,3,0,23ms
2025/06/25 16:29:09:348,2,0,23ms
2025/06/25 16:29:09:918,6,255,24ms
2025/06/25 16:29:09:985,6,0,23ms
2025/06/25 16:29:10:354,6,255,24ms
2025/06/25 16:29:10:426,6,0,23ms
2025/06/25 16:29:15:598,2,255,23ms
2025/06/25 16:29:15:769,2,0,24ms
2025/06/25 16:29:16:256,3,255,24ms
2025/06/25 16:29:16:345,3,0,23ms
2025/06/25 16:29:16:377,3,255,23ms
2025/06/25 16:29:16:408,2,60,24ms
2025/06/25 16:29:16:483,3,0,24ms
2025/06/25 16:29:16:514,2,0,24ms
2025/06/25 16:29:17:783,1,255,23ms
2025/06/25 16:29:17:896,1,0,24ms
2025/06/25 16:29:17:926,4,255,23ms
2025/06/25 16:29:18:034,4,0,24ms
2025/06/25 16:29:18:179,4,255,23ms
2025/06/25 16:29:18:285,4,0,23ms
2025/06/25 16:29:19:562,5,255,24ms
2025/06/25 16:29:19:719,5,0,23ms
2025/06/25 16:29:19:750,4,255,23ms
2025/06/25 16:29:19:835,4,0,23ms
2025/06/25 16:29:20:145,5,255,23ms
2025/06/25 16:29:20:306,5,0,24ms
2025/06/25 16:29:20:336,4,255,23ms
2025/06/25 16:29:20:422,4,0,24ms
2025/06/25 16:29:29:760,3,255,24ms
2025/06/25 16:29:29:830,3,0,23ms
2025/06/25 16:29:29:861,3,255,23ms
2025/06/25 16:29:29:892,2,60,24ms
2025/06/25 16:29:29:966,3,0,23ms
2025/06/25 16:29:29:997,2,0,24ms
2025/06/25 16:29:31:333,2,255,24ms
2025/06/25 16:29:31:428,2,0,23ms
2025/06/25 16:30:59:694,2,255,24ms
2025/06/25 16:30:59:818,2,0,23ms
2025/06/25 16:31:00:572,3,90,24ms
2025/06/25 16:31:00:602,2,255,23ms
2025/06/25 16:31:00:668,3,0,23ms
2025/06/25 16:31:00:699,2,0,23ms
2025/06/25 16:31:01:286,6,255,23ms
2025/06/25 16:31:01:353,6,0,23ms
2025/06/25 16:31:01:775,6,255,24ms
2025/06/25 16:31:01:843,6,0,23ms
2025/06/25 16:31:07:067,2,255,23ms
2025/06/25 16:31:07:244,2,0,24ms
2025/06/25 16:31:07:726,3,255,23ms
2025/06/25 16:31:07:812,3,0,24ms
2025/06/25 16:31:07:843,3,255,24ms
2025/06/25 16:31:07:875,2,60,24ms
2025/06/25 16:31:07:951,3,0,23ms
2025/06/25 16:31:07:982,2,0,24ms
2025/06/25 16:31:09:247,1,255,23ms
2025/06/25 16:31:09:358,1,0,23ms
2025/06/25 16:31:09:389,4,255,23ms
2025/06/25 16:31:09:497,4,0,25ms
2025/06/25 16:31:09:643,4,255,23ms
2025/06/25 16:31:09:748,4,0,23ms
2025/06/25 16:31:11:037,5,255,24ms
2025/06/25 16:31:11:195,5,0,23ms
2025/06/25 16:31:11:226,4,255,23ms
2025/06/25 16:31:11:309,4,0,23ms
2025/06/25 16:31:11:630,5,255,24ms
2025/06/25 16:31:11:790,5,0,24ms
2025/06/25 16:31:11:821,4,255,23ms
2025/06/25 16:31:11:907,4,0,24ms
2025/06/25 16:31:21:658,3,255,24ms
2025/06/25 16:31:21:723,3,0,23ms
2025/06/25 16:31:21:754,3,255,23ms
2025/06/25 16:31:21:786,2,60,24ms
2025/06/25 16:31:21:861,3,0,23ms
2025/06/25 16:31:21:891,2,0,23ms
2025/06/25 16:32:42:322,2,255,24ms
2025/06/25 16:32:42:444,2,0,23ms
2025/06/25 16:32:43:124,3,90,23ms
2025/06/25 16:32:43:156,2,255,24ms
2025/06/25 16:32:43:227,3,0,23ms
2025/06/25 16:32:43:258,2,0,24ms
2025/06/25 16:32:43:844,6,255,24ms
2025/06/25 16:32:43:913,6,0,23ms
2025/06/25 16:32:44:300,6,255,24ms
2025/06/25 16:32:44:367,6,0,24ms
2025/06/25 16:32:49:553,2,255,23ms
2025/06/25 16:32:49:726,2,0,23ms
2025/06/25 16:32:50:210,3,255,24ms
2025/06/25 16:32:50:295,3,0,23ms
2025/06/25 16:32:50:326,3,255,23ms
2025/06/25 16:32:50:357,2,60,24ms
2025/06/25 16:32:50:434,3,0,23ms
2025/06/25 16:32:50:465,2,0,24ms
2025/06/25 16:32:51:742,1,255,23ms
2025/06/25 16:32:51:852,1,0,24ms
2025/06/25 16:32:51:883,4,255,23ms
2025/06/25 16:32:51:989,4,0,24ms
2025/06/25 16:32:52:138,4,255,23ms
2025/06/25 16:32:52:243,4,0,24ms
2025/06/25 16:32:53:529,5,255,23ms
2025/06/25 16:32:53:688,5,0,24ms
2025/06/25 16:32:53:719,4,255,23ms
2025/06/25 16:32:53:802,4,0,23ms
2025/06/25 16:32:54:112,5,255,23ms
2025/06/25 16:32:54:273,5,0,23ms
2025/06/25 16:32:54:304,4,255,23ms
2025/06/25 16:32:54:388,4,0,23ms
2025/06/25 16:33:04:439,3,255,23ms
2025/06/25 16:33:04:509,3,0,23ms
2025/06/25 16:33:04:540,3,255,23ms
2025/06/25 16:33:04:571,2,60,23ms
2025/06/25 16:33:04:648,3,0,23ms
2025/06/25 16:33:04:679,2,0,23ms
2025/06/25 16:33:06:019,2,255,23ms
2025/06/25 16:33:06:114,2,0,24ms
2025/06/25 18:02:09:728,2,255,23ms
2025/06/25 18:02:09:854,2,0,23ms
2025/06/25 18:02:10:571,3,90,24ms
2025/06/25 18:02:10:601,2,255,23ms
2025/06/25 18:02:10:673,3,0,24ms
2025/06/25 18:02:10:702,2,0,23ms
2025/06/25 18:02:11:286,6,255,24ms
2025/06/25 18:02:11:354,6,0,24ms
2025/06/25 18:02:11:722,6,255,23ms
2025/06/25 18:02:11:789,6,0,24ms
2025/06/25 18:02:16:988,2,255,23ms
2025/06/25 18:02:17:165,2,0,24ms
2025/06/25 18:02:17:645,3,255,23ms
2025/06/25 18:02:17:731,3,0,24ms
2025/06/25 18:02:17:762,3,255,23ms
2025/06/25 18:02:17:793,2,60,24ms
2025/06/25 18:02:17:868,3,0,24ms
2025/06/25 18:02:17:898,2,0,23ms
2025/06/25 18:02:19:183,1,255,23ms
2025/06/25 18:02:19:294,1,0,24ms
2025/06/25 18:02:19:326,4,255,25ms
2025/06/25 18:02:19:434,4,0,23ms
2025/06/25 18:02:19:585,4,255,23ms
2025/06/25 18:02:19:688,4,0,23ms
2025/06/25 18:02:20:975,5,255,23ms
2025/06/25 18:02:21:139,5,0,24ms
2025/06/25 18:02:21:168,4,255,23ms
2025/06/25 18:02:21:251,4,0,24ms
2025/06/25 18:02:21:564,5,255,24ms
2025/06/25 18:02:21:724,5,0,23ms
2025/06/25 18:02:21:755,4,255,23ms
2025/06/25 18:02:21:839,4,0,23ms
2025/06/25 18:02:31:684,3,255,24ms
2025/06/25 18:02:31:751,3,0,23ms
2025/06/25 18:02:31:782,3,255,23ms
2025/06/25 18:02:31:814,2,60,24ms
2025/06/25 18:02:31:890,3,0,24ms
2025/06/25 18:02:31:920,2,0,23ms
2025/06/25 18:02:40:984,2,255,23ms
2025/06/25 18:02:41:112,2,0,24ms
2025/06/25 18:02:41:842,3,90,24ms
2025/06/25 18:02:41:873,2,255,23ms
2025/06/25 18:02:41:946,3,0,23ms
2025/06/25 18:02:41:977,2,0,23ms
2025/06/25 18:02:42:561,6,255,24ms
2025/06/25 18:02:42:629,6,0,23ms
2025/06/25 18:02:43:046,6,255,24ms
2025/06/25 18:02:43:113,6,0,23ms
2025/06/25 18:02:48:339,2,255,24ms
2025/06/25 18:02:48:511,2,0,24ms
2025/06/25 18:02:48:995,3,255,24ms
2025/06/25 18:02:49:081,3,0,23ms
2025/06/25 18:02:49:112,3,255,23ms
2025/06/25 18:02:49:144,2,60,24ms
2025/06/25 18:02:49:219,3,0,24ms
2025/06/25 18:02:49:250,2,0,23ms
2025/06/25 18:02:50:524,1,255,23ms
2025/06/25 18:02:50:634,1,0,23ms
2025/06/25 18:02:50:665,4,255,23ms
2025/06/25 18:02:50:771,4,0,23ms
2025/06/25 18:02:50:924,4,255,23ms
2025/06/25 18:02:51:029,4,0,24ms
2025/06/25 18:02:52:351,5,255,24ms
2025/06/25 18:02:52:511,5,0,22ms
2025/06/25 18:02:52:542,4,255,23ms
2025/06/25 18:02:52:625,4,0,23ms
2025/06/25 18:02:52:956,5,255,24ms
2025/06/25 18:02:53:116,5,0,23ms
2025/06/25 18:02:53:146,4,255,23ms
2025/06/25 18:02:53:231,4,0,23ms
2025/06/25 18:03:02:833,3,255,24ms
2025/06/25 18:03:02:903,3,0,23ms
2025/06/25 18:03:02:933,3,255,23ms
2025/06/25 18:03:02:964,2,60,24ms
2025/06/25 18:03:03:041,3,0,25ms
2025/06/25 18:03:03:071,2,0,24ms
2025/06/25 18:03:04:388,2,255,24ms
2025/06/25 18:03:04:483,2,0,23ms
2025/06/25 18:03:15:417,2,255,24ms
2025/06/25 18:03:15:538,2,0,23ms
2025/06/25 18:03:16:272,3,90,24ms
2025/06/25 18:03:16:301,2,255,23ms
2025/06/25 18:03:16:368,3,0,24ms
2025/06/25 18:03:16:398,2,0,23ms
2025/06/25 18:03:16:980,6,255,24ms
2025/06/25 18:03:17:047,6,0,23ms
2025/06/25 18:03:17:485,6,255,24ms
2025/06/25 18:03:17:552,6,0,24ms
2025/06/25 18:03:22:831,2,255,24ms
2025/06/25 18:03:23:006,2,0,23ms
2025/06/25 18:03:23:485,3,255,23ms
2025/06/25 18:03:23:576,3,0,24ms
2025/06/25 18:03:23:606,3,255,23ms
2025/06/25 18:03:23:637,2,60,24ms
2025/06/25 18:03:23:711,3,0,23ms
2025/06/25 18:03:23:742,2,0,24ms
2025/06/25 18:03:25:017,1,255,24ms
2025/06/25 18:03:25:126,1,0,23ms
2025/06/25 18:03:25:157,4,255,24ms
2025/06/25 18:03:25:263,4,0,24ms
2025/06/25 18:03:25:409,4,255,24ms
2025/06/25 18:03:25:517,4,0,23ms
2025/06/25 18:03:26:808,5,255,23ms
2025/06/25 18:03:26:969,5,0,24ms
2025/06/25 18:03:27:000,4,255,23ms
2025/06/25 18:03:27:085,4,0,24ms
2025/06/25 18:03:27:403,5,255,23ms
2025/06/25 18:03:27:564,5,0,23ms
2025/06/25 18:03:27:595,4,255,24ms
2025/06/25 18:03:27:679,4,0,24ms
2025/06/25 18:03:37:106,3,255,23ms
2025/06/25 18:03:37:175,3,0,24ms
2025/06/25 18:03:37:206,3,255,24ms
2025/06/25 18:03:37:238,2,60,23ms
2025/06/25 18:03:37:315,3,0,24ms
2025/06/25 18:03:37:346,2,0,24ms
2025/06/25 18:05:39:438,2,255,24ms
2025/06/25 18:05:39:565,2,0,24ms
2025/06/25 18:05:40:244,3,90,23ms
2025/06/25 18:05:40:275,2,255,23ms
2025/06/25 18:05:40:343,3,0,24ms
2025/06/25 18:05:40:374,2,0,23ms
2025/06/25 18:05:40:952,6,255,24ms
2025/06/25 18:05:41:019,6,0,23ms
2025/06/25 18:05:41:366,6,255,23ms
2025/06/25 18:05:41:438,6,0,23ms
2025/06/25 18:05:46:639,2,255,24ms
2025/06/25 18:05:46:818,2,0,25ms
2025/06/25 18:05:47:297,3,255,24ms
2025/06/25 18:05:47:388,3,0,23ms
2025/06/25 18:05:47:419,3,255,23ms
2025/06/25 18:05:47:450,2,60,24ms
2025/06/25 18:05:47:528,3,0,23ms
2025/06/25 18:05:47:559,2,0,24ms
2025/06/25 18:05:48:827,1,255,23ms
2025/06/25 18:05:48:937,1,0,24ms
2025/06/25 18:05:48:967,4,255,23ms
2025/06/25 18:05:49:072,4,0,23ms
2025/06/25 18:05:49:221,4,255,24ms
2025/06/25 18:05:49:326,4,0,23ms
2025/06/25 18:05:50:609,5,255,24ms
2025/06/25 18:05:50:771,5,0,24ms
2025/06/25 18:05:50:801,4,255,24ms
2025/06/25 18:05:50:885,4,0,23ms
2025/06/25 18:05:51:195,5,255,24ms
2025/06/25 18:05:51:354,5,0,23ms
2025/06/25 18:05:51:386,4,255,23ms
2025/06/25 18:05:51:469,4,0,23ms
2025/06/25 18:06:01:375,3,255,24ms
2025/06/25 18:06:01:444,3,0,24ms
2025/06/25 18:06:01:476,3,255,24ms
2025/06/25 18:06:01:506,2,60,24ms
2025/06/25 18:06:01:584,3,0,25ms
2025/06/25 18:06:01:614,2,0,23ms
2025/06/25 18:06:02:956,2,255,24ms
2025/06/25 18:06:03:054,2,0,23ms
2025/06/25 18:06:04:252,2,255,23ms
2025/06/25 18:06:04:374,2,0,23ms
2025/06/25 18:06:05:065,3,90,24ms
2025/06/25 18:06:05:096,2,255,24ms
2025/06/25 18:06:05:166,3,0,24ms
2025/06/25 18:06:05:195,2,0,23ms
2025/06/25 18:06:05:782,6,255,23ms
2025/06/25 18:06:05:850,6,0,23ms
2025/06/25 18:06:06:261,6,255,23ms
2025/06/25 18:06:06:329,6,0,23ms
2025/06/25 18:06:15:826,2,255,23ms
2025/06/25 18:06:15:997,2,0,24ms
2025/06/25 18:06:16:481,3,255,24ms
2025/06/25 18:06:16:566,3,0,23ms
2025/06/25 18:06:16:597,3,255,23ms
2025/06/25 18:06:16:628,2,60,23ms
2025/06/25 18:06:16:705,3,0,23ms
2025/06/25 18:06:16:736,2,0,23ms
2025/06/25 18:06:18:006,1,255,24ms
2025/06/25 18:06:18:117,1,0,24ms
2025/06/25 18:06:18:148,4,255,23ms
2025/06/25 18:06:18:257,4,0,24ms
2025/06/25 18:06:18:408,4,255,24ms
2025/06/25 18:06:18:512,4,0,23ms
2025/06/25 18:06:19:798,5,255,23ms
2025/06/25 18:06:19:958,5,0,24ms
2025/06/25 18:06:19:989,4,255,23ms
2025/06/25 18:06:20:072,4,0,23ms
2025/06/25 18:06:20:405,5,255,24ms
2025/06/25 18:06:20:566,5,0,23ms
2025/06/25 18:06:20:597,4,255,23ms
2025/06/25 18:06:20:681,4,0,24ms
2025/06/25 18:06:30:763,3,255,23ms
2025/06/25 18:06:30:834,3,0,24ms
2025/06/25 18:06:30:864,3,255,24ms
2025/06/25 18:06:30:896,2,60,25ms
2025/06/25 18:06:30:971,3,0,23ms
2025/06/25 18:06:31:002,2,0,23ms
2025/06/25 18:06:33:491,2,255,24ms
2025/06/25 18:06:33:617,2,0,24ms
2025/06/25 18:06:34:320,3,90,23ms
2025/06/25 18:06:34:351,2,255,23ms
2025/06/25 18:06:34:422,3,0,23ms
2025/06/25 18:06:34:453,2,0,23ms
2025/06/25 18:06:35:046,6,255,23ms
2025/06/25 18:06:35:114,6,0,23ms
2025/06/25 18:06:35:646,6,255,23ms
2025/06/25 18:06:35:714,6,0,23ms
2025/06/25 18:06:44:876,2,255,23ms
2025/06/25 18:06:45:055,2,0,24ms
2025/06/25 18:06:45:541,3,255,23ms
2025/06/25 18:06:45:627,3,0,23ms
2025/06/25 18:06:45:657,3,255,22ms
2025/06/25 18:06:45:689,2,60,24ms
2025/06/25 18:06:45:767,3,0,24ms
2025/06/25 18:06:45:798,2,0,24ms
2025/06/25 18:06:47:071,1,255,23ms
2025/06/25 18:06:47:182,1,0,23ms
2025/06/25 18:06:47:213,4,255,24ms
2025/06/25 18:06:47:320,4,0,23ms
2025/06/25 18:06:47:469,4,255,23ms
2025/06/25 18:06:47:574,4,0,24ms
2025/06/25 18:06:48:873,5,255,24ms
2025/06/25 18:06:49:036,5,0,24ms
2025/06/25 18:06:49:066,4,255,23ms
2025/06/25 18:06:49:151,4,0,23ms
2025/06/25 18:06:49:453,5,255,24ms
2025/06/25 18:06:49:615,5,0,24ms
2025/06/25 18:06:49:646,4,255,23ms
2025/06/25 18:06:49:731,4,0,24ms
2025/06/25 18:06:59:208,3,255,24ms
2025/06/25 18:06:59:277,3,0,23ms
2025/06/25 18:06:59:308,3,255,23ms
2025/06/25 18:06:59:339,2,60,24ms
2025/06/25 18:06:59:417,3,0,23ms
2025/06/25 18:06:59:448,2,0,23ms
2025/06/25 18:07:00:765,2,255,24ms
2025/06/25 18:07:00:863,2,0,23ms
2025/06/25 18:07:02:048,2,255,24ms
2025/06/25 18:07:02:174,2,0,24ms
2025/06/25 18:07:02:900,3,90,24ms
2025/06/25 18:07:02:931,2,255,24ms
2025/06/25 18:07:02:994,3,0,23ms
2025/06/25 18:07:03:026,2,0,24ms
2025/06/25 18:07:03:606,6,255,23ms
2025/06/25 18:07:03:675,6,0,24ms
2025/06/25 18:07:04:059,6,255,24ms
2025/06/25 18:07:04:126,6,0,24ms
2025/06/25 18:07:13:709,2,255,24ms
2025/06/25 18:07:13:890,2,0,24ms
2025/06/25 18:07:14:365,3,255,24ms
2025/06/25 18:07:14:451,3,0,24ms
2025/06/25 18:07:14:481,3,255,23ms
2025/06/25 18:07:14:513,2,60,23ms
2025/06/25 18:07:14:588,3,0,24ms
2025/06/25 18:07:14:619,2,0,23ms
2025/06/25 18:07:15:886,1,255,24ms
2025/06/25 18:07:15:995,1,0,23ms
2025/06/25 18:07:16:026,4,255,23ms
2025/06/25 18:07:16:133,4,0,23ms
2025/06/25 18:07:16:278,4,255,23ms
2025/06/25 18:07:16:382,4,0,23ms
2025/06/25 18:07:17:678,5,255,23ms
2025/06/25 18:07:17:838,5,0,23ms
2025/06/25 18:07:17:869,4,255,23ms
2025/06/25 18:07:17:953,4,0,23ms
2025/06/25 18:07:18:269,5,255,24ms
2025/06/25 18:07:18:433,5,0,24ms
2025/06/25 18:07:18:463,4,255,24ms
2025/06/25 18:07:18:546,4,0,24ms
2025/06/25 18:07:28:150,3,255,24ms
2025/06/25 18:07:28:215,3,0,24ms
2025/06/25 18:07:28:246,3,255,23ms
2025/06/25 18:07:28:277,2,60,23ms
2025/06/25 18:07:28:354,3,0,24ms
2025/06/25 18:07:28:385,2,0,25ms
2025/06/25 18:07:35:352,2,255,23ms
2025/06/25 18:07:35:478,2,0,23ms
2025/06/25 18:07:36:233,3,90,24ms
2025/06/25 18:07:36:264,2,255,23ms
2025/06/25 18:07:36:335,3,0,24ms
2025/06/25 18:07:36:366,2,0,24ms
2025/06/25 18:07:36:957,6,255,23ms
2025/06/25 18:07:37:025,6,0,23ms
2025/06/25 18:07:37:430,6,255,23ms
2025/06/25 18:07:37:497,6,0,24ms
2025/06/25 18:07:42:744,2,255,24ms
2025/06/25 18:07:42:917,2,0,23ms
2025/06/25 18:07:43:408,3,255,23ms
2025/06/25 18:07:43:495,3,0,24ms
2025/06/25 18:07:43:526,3,255,23ms
2025/06/25 18:07:43:557,2,60,24ms
2025/06/25 18:07:43:634,3,0,23ms
2025/06/25 18:07:43:665,2,0,24ms
2025/06/25 18:07:44:933,1,255,23ms
2025/06/25 18:07:45:044,1,0,23ms
2025/06/25 18:07:45:075,4,255,23ms
2025/06/25 18:07:45:181,4,0,24ms
2025/06/25 18:07:45:331,4,255,23ms
2025/06/25 18:07:45:437,4,0,25ms
2025/06/25 18:07:46:746,5,255,24ms
2025/06/25 18:07:46:909,5,0,23ms
2025/06/25 18:07:46:940,4,255,24ms
2025/06/25 18:07:47:022,4,0,23ms
2025/06/25 18:07:47:358,5,255,23ms
2025/06/25 18:07:47:524,5,0,24ms
2025/06/25 18:07:47:553,4,255,23ms
2025/06/25 18:07:47:639,4,0,24ms
2025/06/25 18:07:57:471,3,255,23ms
2025/06/25 18:07:57:542,3,0,23ms
2025/06/25 18:07:57:574,3,255,24ms
2025/06/25 18:07:57:603,2,60,23ms
2025/06/25 18:07:57:681,3,0,24ms
2025/06/25 18:07:57:712,2,0,25ms
2025/06/25 18:07:59:255,2,255,23ms
2025/06/25 18:07:59:353,2,0,23ms
2025/06/25 18:08:19:579,2,255,24ms
2025/06/25 18:08:19:706,2,0,24ms
2025/06/25 18:08:20:415,3,90,23ms
2025/06/25 18:08:20:446,2,255,24ms
2025/06/25 18:08:20:517,3,0,23ms
2025/06/25 18:08:20:549,2,0,24ms
2025/06/25 18:08:21:133,6,255,23ms
2025/06/25 18:08:21:204,6,0,24ms
2025/06/25 18:08:21:613,6,255,23ms
2025/06/25 18:08:21:680,6,0,23ms
2025/06/25 18:08:26:900,2,255,23ms
2025/06/25 18:08:27:075,2,0,23ms
2025/06/25 18:08:27:558,3,255,24ms
2025/06/25 18:08:27:648,3,0,24ms
2025/06/25 18:08:27:679,3,255,23ms
2025/06/25 18:08:27:710,2,60,23ms
2025/06/25 18:08:27:787,3,0,24ms
2025/06/25 18:08:27:819,2,0,25ms
2025/06/25 18:08:29:087,1,255,24ms
2025/06/25 18:08:29:197,1,0,24ms
2025/06/25 18:08:29:228,4,255,23ms
2025/06/25 18:08:29:334,4,0,24ms
2025/06/25 18:08:29:482,4,255,23ms
