时间,通道,亮度,设置时间
2025/06/27 11:08:53:614,4,0,24ms
2025/06/27 11:08:54:886,5,255,24ms
2025/06/27 11:08:55:046,5,0,23ms
2025/06/27 11:08:55:077,4,255,23ms
2025/06/27 11:08:55:161,4,0,23ms
2025/06/27 11:08:55:442,5,255,23ms
2025/06/27 11:08:55:603,5,0,24ms
2025/06/27 11:08:55:634,4,255,23ms
2025/06/27 11:08:55:717,4,0,24ms
2025/06/27 11:09:05:368,3,255,23ms
2025/06/27 11:09:05:436,3,0,24ms
2025/06/27 11:09:05:466,3,255,23ms
2025/06/27 11:09:05:496,2,0,23ms
2025/06/27 11:09:05:575,3,0,24ms
2025/06/27 11:09:05:606,2,0,24ms
2025/06/27 11:09:06:946,2,255,23ms
2025/06/27 11:09:07:039,2,0,23ms
2025/06/27 11:10:27:617,2,255,24ms
2025/06/27 11:10:27:745,2,0,24ms
2025/06/27 11:10:28:452,3,90,23ms
2025/06/27 11:10:28:483,2,255,23ms
2025/06/27 11:10:28:554,3,0,25ms
2025/06/27 11:10:28:584,2,0,24ms
2025/06/27 11:10:29:158,6,255,24ms
2025/06/27 11:10:29:225,6,0,23ms
2025/06/27 11:10:29:635,6,255,23ms
2025/06/27 11:10:29:702,6,0,23ms
2025/06/27 11:10:34:849,2,255,23ms
2025/06/27 11:10:34:961,2,0,24ms
2025/06/27 11:10:35:449,3,255,24ms
2025/06/27 11:10:35:508,3,0,23ms
2025/06/27 11:10:35:539,3,0,24ms
2025/06/27 11:10:35:570,2,255,23ms
2025/06/27 11:10:35:679,3,0,24ms
2025/06/27 11:10:35:709,2,0,24ms
2025/06/27 11:10:36:996,1,255,25ms
2025/06/27 11:10:37:108,1,0,23ms
2025/06/27 11:10:37:139,4,255,23ms
2025/06/27 11:10:37:240,4,0,23ms
2025/06/27 11:10:37:386,4,255,23ms
2025/06/27 11:10:37:491,4,0,23ms
2025/06/27 11:10:38:765,5,255,24ms
2025/06/27 11:10:38:926,5,0,23ms
2025/06/27 11:10:38:957,4,255,23ms
2025/06/27 11:10:39:041,4,0,24ms
2025/06/27 11:10:39:333,5,255,23ms
2025/06/27 11:10:39:496,5,0,25ms
2025/06/27 11:10:39:526,4,255,23ms
2025/06/27 11:10:39:611,4,0,23ms
2025/06/27 11:10:49:706,3,255,24ms
2025/06/27 11:10:49:775,3,0,24ms
2025/06/27 11:10:49:805,3,255,24ms
2025/06/27 11:10:49:837,2,0,24ms
2025/06/27 11:10:49:913,3,0,24ms
2025/06/27 11:10:49:944,2,0,24ms
2025/06/27 12:32:19:862,2,255,24ms
2025/06/27 12:32:19:987,2,0,24ms
2025/06/27 12:32:20:692,3,90,24ms
2025/06/27 12:32:20:722,2,255,23ms
2025/06/27 12:32:20:786,3,0,24ms
2025/06/27 12:32:20:818,2,0,24ms
2025/06/27 12:32:21:394,6,255,24ms
2025/06/27 12:32:21:462,6,0,24ms
2025/06/27 12:32:21:892,6,255,23ms
2025/06/27 12:32:21:961,6,0,24ms
2025/06/27 12:32:27:161,2,255,23ms
2025/06/27 12:32:27:278,2,0,24ms
2025/06/27 12:32:27:763,3,255,23ms
2025/06/27 12:32:27:828,3,0,24ms
2025/06/27 12:32:27:860,3,0,24ms
2025/06/27 12:32:27:891,2,255,24ms
2025/06/27 12:32:27:999,3,0,24ms
2025/06/27 12:32:28:031,2,0,24ms
2025/06/27 12:32:29:570,1,255,23ms
2025/06/27 12:32:29:681,1,0,24ms
2025/06/27 12:32:29:711,4,255,24ms
2025/06/27 12:32:29:821,4,0,24ms
2025/06/27 12:32:29:969,4,255,24ms
2025/06/27 12:32:30:073,4,0,23ms
2025/06/27 12:32:31:344,5,255,24ms
2025/06/27 12:32:31:506,5,0,24ms
2025/06/27 12:32:31:536,4,255,24ms
2025/06/27 12:32:31:619,4,0,23ms
2025/06/27 12:32:31:889,5,255,24ms
2025/06/27 12:32:32:050,5,0,24ms
2025/06/27 12:32:32:082,4,255,24ms
2025/06/27 12:32:32:165,4,0,24ms
2025/06/27 12:32:42:281,3,255,24ms
2025/06/27 12:32:42:350,3,0,24ms
2025/06/27 12:32:42:380,3,255,23ms
2025/06/27 12:32:42:412,2,0,24ms
2025/06/27 12:32:42:491,3,0,24ms
2025/06/27 12:32:42:521,2,0,24ms
2025/06/27 12:32:43:948,2,255,23ms
2025/06/27 12:32:44:043,2,0,24ms
2025/06/27 12:33:00:245,2,255,23ms
2025/06/27 12:33:00:375,2,0,24ms
2025/06/27 12:33:01:025,3,90,23ms
2025/06/27 12:33:01:057,2,255,24ms
2025/06/27 12:33:01:127,3,0,24ms
2025/06/27 12:33:01:158,2,0,24ms
2025/06/27 12:33:01:731,6,255,24ms
2025/06/27 12:33:01:802,6,0,23ms
2025/06/27 12:33:02:240,6,255,23ms
2025/06/27 12:33:02:308,6,0,24ms
2025/06/27 12:33:07:505,2,255,23ms
2025/06/27 12:33:07:619,2,0,23ms
2025/06/27 12:33:08:098,3,255,23ms
2025/06/27 12:33:08:157,3,0,24ms
2025/06/27 12:33:08:188,3,0,23ms
2025/06/27 12:33:08:219,2,255,23ms
2025/06/27 12:33:08:325,3,0,23ms
2025/06/27 12:33:08:357,2,0,24ms
2025/06/27 12:33:09:642,1,255,25ms
2025/06/27 12:33:09:750,1,0,24ms
2025/06/27 12:33:09:780,4,255,23ms
2025/06/27 12:33:09:887,4,0,24ms
2025/06/27 12:33:10:035,4,255,23ms
2025/06/27 12:33:10:149,4,0,23ms
2025/06/27 12:33:11:421,5,255,24ms
2025/06/27 12:33:11:585,5,0,24ms
2025/06/27 12:33:11:616,4,255,23ms
2025/06/27 12:33:11:701,4,0,24ms
2025/06/27 12:33:12:007,5,255,23ms
2025/06/27 12:33:12:172,5,0,24ms
2025/06/27 12:33:12:202,4,255,23ms
2025/06/27 12:33:12:289,4,0,24ms
2025/06/27 12:33:22:013,3,255,23ms
2025/06/27 12:33:22:083,3,0,25ms
2025/06/27 12:33:22:113,3,255,23ms
2025/06/27 12:33:22:144,2,0,23ms
2025/06/27 12:33:22:224,3,0,24ms
2025/06/27 12:33:22:255,2,0,24ms
2025/06/27 12:33:47:805,2,255,23ms
2025/06/27 12:33:47:934,2,0,24ms
2025/06/27 12:33:48:616,3,90,24ms
2025/06/27 12:33:48:647,2,255,25ms
2025/06/27 12:33:48:712,3,0,24ms
2025/06/27 12:33:48:743,2,0,25ms
2025/06/27 12:33:49:324,6,255,24ms
2025/06/27 12:33:49:391,6,0,23ms
2025/06/27 12:33:49:759,6,255,23ms
2025/06/27 12:33:49:827,6,0,24ms
2025/06/27 12:33:54:949,2,255,24ms
2025/06/27 12:33:55:062,2,0,24ms
2025/06/27 12:33:55:552,3,255,24ms
2025/06/27 12:33:55:614,3,0,23ms
2025/06/27 12:33:55:647,3,0,25ms
2025/06/27 12:33:55:677,2,255,24ms
2025/06/27 12:33:55:788,3,0,24ms
2025/06/27 12:33:55:818,2,0,23ms
2025/06/27 12:33:57:219,1,255,23ms
2025/06/27 12:33:57:329,1,0,24ms
2025/06/27 12:33:57:359,4,255,23ms
2025/06/27 12:33:57:467,4,0,23ms
2025/06/27 12:33:57:619,4,255,24ms
2025/06/27 12:33:57:724,4,0,24ms
2025/06/27 12:33:58:987,5,255,24ms
2025/06/27 12:33:59:149,5,0,24ms
2025/06/27 12:33:59:264,4,0,24ms
2025/06/27 12:33:59:558,5,255,23ms
2025/06/27 12:33:59:718,5,0,23ms
2025/06/27 12:33:59:749,4,255,23ms
2025/06/27 12:33:59:831,4,0,23ms
2025/06/27 12:34:09:675,3,255,23ms
2025/06/27 12:34:09:743,3,0,24ms
2025/06/27 12:34:09:772,3,255,23ms
2025/06/27 12:34:09:804,2,0,24ms
2025/06/27 12:34:09:883,3,0,24ms
2025/06/27 12:34:09:913,2,0,23ms
2025/06/27 12:34:11:237,2,255,24ms
2025/06/27 12:34:11:332,2,0,23ms
2025/06/27 12:34:25:585,2,255,24ms
2025/06/27 12:34:25:714,2,0,23ms
2025/06/27 12:34:26:430,3,90,23ms
2025/06/27 12:34:26:461,2,255,23ms
2025/06/27 12:34:26:531,3,0,24ms
2025/06/27 12:34:26:562,2,0,24ms
2025/06/27 12:34:27:151,6,255,24ms
2025/06/27 12:34:27:219,6,0,24ms
2025/06/27 12:34:27:652,6,255,23ms
2025/06/27 12:34:27:721,6,0,25ms
2025/06/27 12:34:32:951,2,255,24ms
2025/06/27 12:34:33:067,2,0,24ms
2025/06/27 12:34:33:549,3,255,24ms
2025/06/27 12:34:33:607,3,0,23ms
2025/06/27 12:34:33:638,3,0,24ms
2025/06/27 12:34:33:670,2,255,24ms
2025/06/27 12:34:33:778,3,0,24ms
2025/06/27 12:34:33:808,2,0,24ms
2025/06/27 12:34:35:089,1,255,24ms
2025/06/27 12:34:35:197,1,0,25ms
2025/06/27 12:34:35:227,4,255,23ms
2025/06/27 12:34:35:337,4,0,25ms
2025/06/27 12:34:35:484,4,255,23ms
2025/06/27 12:34:35:589,4,0,23ms
2025/06/27 12:34:36:883,5,255,24ms
2025/06/27 12:34:37:042,5,0,24ms
2025/06/27 12:34:37:073,4,255,23ms
2025/06/27 12:34:37:158,4,0,23ms
2025/06/27 12:34:37:481,5,255,23ms
2025/06/27 12:34:37:641,5,0,24ms
2025/06/27 12:34:37:671,4,255,23ms
2025/06/27 12:34:37:757,4,0,24ms
2025/06/27 12:34:47:831,3,255,24ms
2025/06/27 12:34:47:898,3,0,23ms
2025/06/27 12:34:47:930,3,255,24ms
2025/06/27 12:34:47:961,2,0,24ms
2025/06/27 12:34:48:039,3,0,23ms
2025/06/27 12:34:48:070,2,0,24ms
2025/06/27 12:35:12:434,2,255,24ms
2025/06/27 12:35:12:558,2,0,24ms
2025/06/27 12:35:13:246,3,90,24ms
2025/06/27 12:35:13:276,2,255,24ms
2025/06/27 12:35:13:347,3,0,24ms
2025/06/27 12:35:13:377,2,0,24ms
2025/06/27 12:35:13:965,6,255,23ms
2025/06/27 12:35:14:033,6,0,24ms
2025/06/27 12:35:14:450,6,255,23ms
2025/06/27 12:35:14:517,6,0,23ms
2025/06/27 12:35:19:691,2,255,23ms
2025/06/27 12:35:19:807,2,0,23ms
2025/06/27 12:35:20:300,3,255,24ms
2025/06/27 12:35:20:359,3,0,23ms
2025/06/27 12:35:20:390,3,0,23ms
2025/06/27 12:35:20:421,2,255,24ms
2025/06/27 12:35:20:527,3,0,24ms
2025/06/27 12:35:20:558,2,0,24ms
2025/06/27 12:35:21:836,1,255,23ms
2025/06/27 12:35:21:948,1,0,24ms
2025/06/27 12:35:21:978,4,255,23ms
2025/06/27 12:35:22:089,4,0,24ms
2025/06/27 12:35:22:236,4,255,23ms
2025/06/27 12:35:22:341,4,0,23ms
2025/06/27 12:35:23:579,5,255,24ms
2025/06/27 12:35:23:741,5,0,24ms
2025/06/27 12:35:23:771,4,255,24ms
2025/06/27 12:35:23:854,4,0,23ms
2025/06/27 12:35:24:167,5,255,24ms
2025/06/27 12:35:24:331,5,0,25ms
2025/06/27 12:35:24:362,4,255,24ms
2025/06/27 12:35:24:447,4,0,24ms
2025/06/27 12:35:34:306,3,255,24ms
2025/06/27 12:35:34:375,3,0,25ms
2025/06/27 12:35:34:404,3,255,23ms
2025/06/27 12:35:34:436,2,0,24ms
2025/06/27 12:35:34:516,3,0,24ms
2025/06/27 12:35:34:547,2,0,24ms
2025/06/27 12:35:35:867,2,255,23ms
2025/06/27 12:35:35:962,2,0,24ms
2025/06/27 12:36:28:018,2,255,24ms
2025/06/27 12:36:28:149,2,0,24ms
2025/06/27 12:36:28:853,3,90,23ms
2025/06/27 12:36:28:885,2,255,24ms
2025/06/27 12:36:28:954,3,0,24ms
2025/06/27 12:36:28:986,2,0,24ms
2025/06/27 12:36:29:567,6,255,24ms
2025/06/27 12:36:29:633,6,0,23ms
2025/06/27 12:36:30:016,6,255,23ms
2025/06/27 12:36:30:084,6,0,24ms
2025/06/27 12:36:35:248,2,255,23ms
2025/06/27 12:36:35:361,2,0,23ms
2025/06/27 12:36:35:847,3,255,24ms
2025/06/27 12:36:35:905,3,0,24ms
2025/06/27 12:36:35:936,3,0,24ms
2025/06/27 12:36:35:966,2,255,23ms
2025/06/27 12:36:36:074,3,0,24ms
2025/06/27 12:36:36:105,2,0,24ms
2025/06/27 12:36:37:392,1,255,24ms
2025/06/27 12:36:37:503,1,0,23ms
2025/06/27 12:36:37:534,4,255,24ms
2025/06/27 12:36:37:643,4,0,24ms
2025/06/27 12:36:37:792,4,255,24ms
2025/06/27 12:36:37:898,4,0,24ms
2025/06/27 12:36:39:183,5,255,23ms
2025/06/27 12:36:39:347,5,0,25ms
2025/06/27 12:36:39:377,4,255,24ms
2025/06/27 12:36:39:461,4,0,24ms
2025/06/27 12:36:39:843,5,255,24ms
2025/06/27 12:36:40:003,5,0,24ms
2025/06/27 12:36:40:033,4,255,23ms
2025/06/27 12:36:40:118,4,0,25ms
2025/06/27 12:36:50:006,3,255,24ms
2025/06/27 12:36:50:070,3,0,23ms
2025/06/27 12:36:50:100,3,255,23ms
2025/06/27 12:36:50:132,2,0,24ms
2025/06/27 12:36:50:213,3,0,24ms
2025/06/27 12:36:50:243,2,0,24ms
2025/06/27 12:37:54:791,2,255,24ms
2025/06/27 12:37:54:920,2,0,24ms
2025/06/27 12:37:55:585,3,90,23ms
2025/06/27 12:37:55:617,2,255,24ms
2025/06/27 12:37:55:686,3,0,24ms
2025/06/27 12:37:55:717,2,0,24ms
2025/06/27 12:37:56:302,6,255,24ms
2025/06/27 12:37:56:368,6,0,23ms
2025/06/27 12:37:56:679,6,255,23ms
2025/06/27 12:37:56:747,6,0,23ms
2025/06/27 12:38:01:808,2,255,24ms
2025/06/27 12:38:01:920,2,0,25ms
2025/06/27 12:38:02:401,3,255,23ms
2025/06/27 12:38:02:461,3,0,23ms
2025/06/27 12:38:02:492,3,0,23ms
2025/06/27 12:38:02:524,2,255,24ms
2025/06/27 12:38:02:630,3,0,25ms
2025/06/27 12:38:02:660,2,0,23ms
2025/06/27 12:38:03:945,1,255,23ms
2025/06/27 12:38:04:056,1,0,25ms
2025/06/27 12:38:04:086,4,255,23ms
2025/06/27 12:38:04:190,4,0,23ms
2025/06/27 12:38:04:340,4,255,23ms
2025/06/27 12:38:04:443,4,0,23ms
2025/06/27 12:38:05:690,5,255,24ms
2025/06/27 12:38:05:854,5,0,24ms
2025/06/27 12:38:05:884,4,255,23ms
2025/06/27 12:38:05:967,4,0,23ms
2025/06/27 12:38:06:234,5,255,23ms
2025/06/27 12:38:06:396,5,0,23ms
2025/06/27 12:38:06:427,4,255,23ms
2025/06/27 12:38:06:511,4,0,24ms
2025/06/27 12:38:16:085,3,255,23ms
2025/06/27 12:38:16:151,3,0,23ms
2025/06/27 12:38:16:182,3,255,23ms
2025/06/27 12:38:16:213,2,0,24ms
2025/06/27 12:38:16:292,3,0,24ms
2025/06/27 12:38:16:323,2,0,24ms
2025/06/27 12:38:17:651,2,255,23ms
2025/06/27 12:38:17:746,2,0,25ms
2025/06/27 12:39:29:985,2,255,23ms
2025/06/27 12:39:30:113,2,0,23ms
2025/06/27 12:39:30:851,3,90,23ms
2025/06/27 12:39:30:883,2,255,25ms
2025/06/27 12:39:30:948,3,0,23ms
2025/06/27 12:39:30:979,2,0,24ms
2025/06/27 12:39:31:548,6,255,24ms
2025/06/27 12:39:31:616,6,0,24ms
2025/06/27 12:39:31:954,6,255,24ms
2025/06/27 12:39:32:021,6,0,24ms
2025/06/27 12:39:37:158,2,255,24ms
2025/06/27 12:39:37:272,2,0,24ms
2025/06/27 12:39:37:754,3,255,23ms
2025/06/27 12:39:37:814,3,0,25ms
2025/06/27 12:39:37:845,3,0,25ms
2025/06/27 12:39:37:875,2,255,24ms
2025/06/27 12:39:37:986,3,0,24ms
2025/06/27 12:39:38:016,2,0,24ms
2025/06/27 12:39:39:833,1,255,23ms
2025/06/27 12:39:39:945,1,0,23ms
2025/06/27 12:39:39:976,4,255,23ms
2025/06/27 12:39:40:084,4,0,23ms
2025/06/27 12:39:40:229,4,255,24ms
2025/06/27 12:39:40:336,4,0,23ms
2025/06/27 12:39:41:605,5,255,24ms
2025/06/27 12:39:41:766,5,0,23ms
2025/06/27 12:39:41:797,4,255,23ms
2025/06/27 12:39:41:882,4,0,24ms
2025/06/27 12:39:42:228,5,255,23ms
2025/06/27 12:39:42:389,5,0,24ms
2025/06/27 12:39:42:420,4,255,24ms
2025/06/27 12:39:42:502,4,0,24ms
2025/06/27 12:39:52:061,3,255,24ms
2025/06/27 12:39:52:130,3,0,24ms
2025/06/27 12:39:52:160,3,255,24ms
2025/06/27 12:39:52:191,2,0,24ms
2025/06/27 12:39:52:270,3,0,24ms
2025/06/27 12:39:52:300,2,0,24ms
2025/06/27 12:41:10:800,2,255,23ms
2025/06/27 12:41:10:929,2,0,23ms
2025/06/27 12:41:11:653,3,90,24ms
2025/06/27 12:41:11:683,2,255,24ms
2025/06/27 12:41:11:749,3,0,24ms
2025/06/27 12:41:11:781,2,0,25ms
2025/06/27 12:41:12:360,6,255,24ms
2025/06/27 12:41:12:427,6,0,24ms
2025/06/27 12:41:12:750,6,255,24ms
2025/06/27 12:41:12:817,6,0,23ms
2025/06/27 12:41:17:915,2,255,23ms
2025/06/27 12:41:18:029,2,0,23ms
2025/06/27 12:41:18:511,3,255,24ms
2025/06/27 12:41:18:574,3,0,25ms
2025/06/27 12:41:18:604,3,0,24ms
2025/06/27 12:41:18:635,2,255,23ms
2025/06/27 12:41:18:744,3,0,24ms
2025/06/27 12:41:18:774,2,0,24ms
2025/06/27 12:41:20:063,1,255,23ms
2025/06/27 12:41:20:173,1,0,24ms
2025/06/27 12:41:20:204,4,255,23ms
2025/06/27 12:41:20:311,4,0,24ms
2025/06/27 12:41:20:457,4,255,24ms
2025/06/27 12:41:20:562,4,0,23ms
2025/06/27 12:41:21:864,5,255,24ms
2025/06/27 12:41:22:024,5,0,23ms
2025/06/27 12:41:22:055,4,255,23ms
2025/06/27 12:41:22:139,4,0,23ms
2025/06/27 12:41:22:494,5,255,25ms
2025/06/27 12:41:22:654,5,0,24ms
2025/06/27 12:41:22:685,4,255,24ms
2025/06/27 12:41:22:770,4,0,24ms
2025/06/27 12:41:32:724,3,255,23ms
2025/06/27 12:41:32:791,3,0,24ms
2025/06/27 12:41:32:821,3,255,23ms
2025/06/27 12:41:32:852,2,0,23ms
2025/06/27 12:41:32:933,3,0,24ms
2025/06/27 12:41:32:963,2,0,24ms
2025/06/27 12:41:34:289,2,255,23ms
2025/06/27 12:41:34:383,2,0,24ms
2025/06/27 12:41:54:394,2,255,23ms
2025/06/27 12:41:54:524,2,0,24ms
2025/06/27 12:41:55:231,3,90,24ms
2025/06/27 12:41:55:262,2,255,24ms
2025/06/27 12:41:55:334,3,0,25ms
2025/06/27 12:41:55:365,2,0,25ms
2025/06/27 12:41:55:950,6,255,24ms
2025/06/27 12:41:56:021,6,0,24ms
2025/06/27 12:41:56:418,6,255,26ms
2025/06/27 12:41:56:483,6,0,23ms
2025/06/27 12:42:01:628,2,255,23ms
2025/06/27 12:42:01:745,2,0,24ms
2025/06/27 12:42:02:229,3,255,23ms
2025/06/27 12:42:02:288,3,0,23ms
2025/06/27 12:42:02:319,3,0,23ms
2025/06/27 12:42:02:350,2,255,23ms
2025/06/27 12:42:02:456,3,0,23ms
2025/06/27 12:42:02:488,2,0,24ms
2025/06/27 12:42:03:781,1,255,24ms
2025/06/27 12:42:03:890,1,0,23ms
2025/06/27 12:42:03:921,4,255,23ms
2025/06/27 12:42:04:030,4,0,23ms
2025/06/27 12:42:04:178,4,255,24ms
2025/06/27 12:42:04:282,4,0,23ms
2025/06/27 12:42:05:578,5,255,24ms
2025/06/27 12:42:05:738,5,0,24ms
2025/06/27 12:42:05:768,4,255,23ms
2025/06/27 12:42:05:849,4,0,23ms
2025/06/27 12:42:06:181,5,255,24ms
2025/06/27 12:42:06:339,5,0,24ms
2025/06/27 12:42:06:370,4,255,23ms
2025/06/27 12:42:06:453,4,0,23ms
2025/06/27 12:42:16:472,3,255,23ms
2025/06/27 12:42:16:538,3,0,23ms
2025/06/27 12:42:16:569,3,255,23ms
2025/06/27 12:42:16:601,2,0,24ms
2025/06/27 12:42:16:679,3,0,23ms
2025/06/27 12:42:16:710,2,0,24ms
2025/06/27 12:44:05:270,2,255,24ms
2025/06/27 12:44:05:395,2,0,23ms
2025/06/27 12:44:06:089,3,90,24ms
2025/06/27 12:44:06:119,2,255,24ms
2025/06/27 12:44:06:189,3,0,24ms
2025/06/27 12:44:06:221,2,0,24ms
2025/06/27 12:44:06:806,6,255,24ms
2025/06/27 12:44:06:875,6,0,24ms
2025/06/27 12:44:07:283,6,255,23ms
2025/06/27 12:44:07:350,6,0,23ms
2025/06/27 12:44:12:535,2,255,23ms
2025/06/27 12:44:12:650,2,0,24ms
2025/06/27 12:44:13:141,3,255,24ms
2025/06/27 12:44:13:204,3,0,24ms
2025/06/27 12:44:13:234,3,0,24ms
2025/06/27 12:44:13:265,2,255,23ms
2025/06/27 12:44:13:375,3,0,24ms
2025/06/27 12:44:13:406,2,0,24ms
2025/06/27 12:44:14:993,1,255,22ms
2025/06/27 12:44:15:106,1,0,23ms
2025/06/27 12:44:15:137,4,255,23ms
2025/06/27 12:44:15:245,4,0,24ms
2025/06/27 12:44:15:391,4,255,24ms
2025/06/27 12:44:15:495,4,0,24ms
2025/06/27 12:44:16:770,5,255,24ms
2025/06/27 12:44:16:931,5,0,24ms
2025/06/27 12:44:16:961,4,255,24ms
2025/06/27 12:44:17:045,4,0,24ms
2025/06/27 12:44:17:402,5,255,23ms
2025/06/27 12:44:17:567,5,0,24ms
2025/06/27 12:44:17:597,4,255,23ms
2025/06/27 12:44:17:680,4,0,23ms
2025/06/27 12:44:27:537,3,255,24ms
2025/06/27 12:44:27:604,3,0,23ms
2025/06/27 12:44:27:634,3,255,23ms
2025/06/27 12:44:27:665,2,0,23ms
2025/06/27 12:44:27:743,3,0,23ms
2025/06/27 12:44:27:774,2,0,23ms
2025/06/27 12:44:29:109,2,255,24ms
2025/06/27 12:44:29:201,2,0,23ms
2025/06/27 12:44:43:007,2,255,23ms
2025/06/27 12:44:43:135,2,0,23ms
2025/06/27 12:44:43:838,3,90,24ms
2025/06/27 12:44:43:870,2,255,23ms
2025/06/27 12:44:43:935,3,0,23ms
2025/06/27 12:44:43:966,2,0,23ms
2025/06/27 12:44:44:557,6,255,23ms
2025/06/27 12:44:44:625,6,0,24ms
2025/06/27 12:44:44:983,6,255,23ms
2025/06/27 12:44:45:051,6,0,23ms
2025/06/27 12:44:50:200,2,255,23ms
2025/06/27 12:44:50:307,2,0,24ms
2025/06/27 12:44:50:790,3,255,23ms
2025/06/27 12:44:50:847,3,0,23ms
2025/06/27 12:44:50:878,3,0,23ms
2025/06/27 12:44:50:909,2,255,24ms
2025/06/27 12:44:51:015,3,0,23ms
2025/06/27 12:44:51:045,2,0,22ms
2025/06/27 12:44:52:324,1,255,23ms
2025/06/27 12:44:52:435,1,0,23ms
2025/06/27 12:44:52:466,4,255,23ms
2025/06/27 12:44:52:572,4,0,24ms
2025/06/27 12:44:52:722,4,255,24ms
2025/06/27 12:44:52:826,4,0,23ms
2025/06/27 12:44:54:117,5,255,23ms
2025/06/27 12:44:54:276,5,0,24ms
2025/06/27 12:44:54:307,4,255,23ms
2025/06/27 12:44:54:390,4,0,24ms
2025/06/27 12:44:54:713,5,255,23ms
2025/06/27 12:44:54:874,5,0,23ms
2025/06/27 12:44:54:905,4,255,23ms
2025/06/27 12:44:54:991,4,0,24ms
2025/06/27 12:45:04:810,3,255,24ms
2025/06/27 12:45:04:878,3,0,23ms
2025/06/27 12:45:04:909,3,255,23ms
2025/06/27 12:45:04:940,2,0,23ms
2025/06/27 12:45:05:018,3,0,23ms
2025/06/27 12:45:05:049,2,0,23ms
2025/06/27 12:46:12:748,2,255,23ms
2025/06/27 12:46:12:873,2,0,23ms
2025/06/27 12:46:13:583,3,90,23ms
2025/06/27 12:46:13:615,2,255,24ms
2025/06/27 12:46:13:680,3,0,24ms
2025/06/27 12:46:13:710,2,0,23ms
2025/06/27 12:46:14:292,6,255,24ms
2025/06/27 12:46:14:359,6,0,24ms
2025/06/27 12:46:14:749,6,255,24ms
2025/06/27 12:46:14:816,6,0,24ms
2025/06/27 12:46:19:905,2,255,24ms
2025/06/27 12:46:20:017,2,0,23ms
2025/06/27 12:46:20:501,3,255,23ms
2025/06/27 12:46:20:562,3,0,24ms
2025/06/27 12:46:20:592,3,0,24ms
2025/06/27 12:46:20:623,2,255,24ms
2025/06/27 12:46:20:732,3,0,24ms
2025/06/27 12:46:20:764,2,0,24ms
2025/06/27 12:46:22:051,1,255,23ms
2025/06/27 12:46:22:161,1,0,25ms
2025/06/27 12:46:22:191,4,255,23ms
2025/06/27 12:46:22:296,4,0,24ms
2025/06/27 12:46:22:453,4,255,23ms
2025/06/27 12:46:22:558,4,0,23ms
2025/06/27 12:46:23:838,5,255,24ms
2025/06/27 12:46:24:000,5,0,24ms
2025/06/27 12:46:24:030,4,255,23ms
2025/06/27 12:46:24:115,4,0,23ms
2025/06/27 12:46:24:341,5,255,23ms
2025/06/27 12:46:24:504,5,0,24ms
2025/06/27 12:46:24:535,4,255,24ms
2025/06/27 12:46:24:620,4,0,23ms
2025/06/27 12:46:34:327,3,255,24ms
2025/06/27 12:46:34:394,3,0,24ms
2025/06/27 12:46:34:425,3,255,23ms
2025/06/27 12:46:34:456,2,0,24ms
2025/06/27 12:46:34:537,3,0,25ms
2025/06/27 12:46:34:568,2,0,25ms
2025/06/27 12:46:35:891,2,255,23ms
2025/06/27 12:46:35:987,2,0,25ms
2025/06/27 12:48:06:047,2,255,23ms
2025/06/27 12:48:06:172,2,0,24ms
2025/06/27 12:48:06:869,3,90,24ms
2025/06/27 12:48:06:899,2,255,23ms
2025/06/27 12:48:06:965,3,0,23ms
2025/06/27 12:48:06:996,2,0,23ms
2025/06/27 12:48:07:551,6,255,24ms
2025/06/27 12:48:07:618,6,0,24ms
2025/06/27 12:48:07:977,6,255,24ms
2025/06/27 12:48:08:043,6,0,23ms
2025/06/27 12:48:13:158,2,255,25ms
2025/06/27 12:48:13:274,2,0,24ms
2025/06/27 12:48:13:756,3,255,23ms
2025/06/27 12:48:13:820,3,0,24ms
2025/06/27 12:48:13:850,3,0,24ms
2025/06/27 12:48:13:882,2,255,24ms
2025/06/27 12:48:13:989,3,0,24ms
2025/06/27 12:48:14:020,2,0,24ms
2025/06/27 12:48:15:507,1,255,24ms
2025/06/27 12:48:15:617,1,0,23ms
2025/06/27 12:48:15:648,4,255,23ms
2025/06/27 12:48:15:753,4,0,23ms
2025/06/27 12:48:15:906,4,255,24ms
2025/06/27 12:48:16:011,4,0,23ms
2025/06/27 12:48:17:284,5,255,23ms
2025/06/27 12:48:17:445,5,0,23ms
2025/06/27 12:48:17:476,4,255,23ms
2025/06/27 12:48:17:559,4,0,23ms
2025/06/27 12:48:17:870,5,255,23ms
2025/06/27 12:48:18:032,5,0,24ms
2025/06/27 12:48:18:062,4,255,23ms
2025/06/27 12:48:18:148,4,0,24ms
2025/06/27 12:48:27:796,3,255,24ms
2025/06/27 12:48:27:864,3,0,24ms
2025/06/27 12:48:27:894,3,255,23ms
2025/06/27 12:48:27:925,2,0,24ms
2025/06/27 12:48:28:004,3,0,23ms
2025/06/27 12:48:28:035,2,0,24ms
2025/06/27 12:49:45:709,2,255,24ms
2025/06/27 12:49:45:833,2,0,23ms
2025/06/27 12:49:46:507,3,90,23ms
2025/06/27 12:49:46:538,2,255,24ms
2025/06/27 12:49:46:604,3,0,24ms
2025/06/27 12:49:46:636,2,0,24ms
2025/06/27 12:49:47:208,6,255,24ms
2025/06/27 12:49:47:274,6,0,23ms
