Angle,Torque
851.58,0.02865
853.74,0.0317
855.9,0.03105
858.06,0.0294
860.76,0.0295
862.92,0.02925
865.62,0.0282
867.78,0.0289
869.94,0.02785
872.1,0.0288
874.8,0.0294
876.96,0.0294
879.12,0.0321
881.28,0.0317
883.44,0.03055
886.14,0.03145
888.3,0.03145
890.46,0.0321
892.62,0.0341
894.78,0.0332
897.48,0.03305
899.1,0.03365
901.8,0.03365
903.96,0.0327
906.12,0.03365
908.82,0.0331
910.98,0.0341
913.14,0.03415
915.3,0.03255
917.46,0.0356
919.62,0.03575
922.32,0.03445
924.48,0.03415
926.64,0.03375
928.8,0.034
930.96,0.037
933.66,0.0366
935.82,0.0337
937.98,0.03355
940.68,0.0333
942.84,0.03305
945,0.0341
947.16,0.03325
949.32,0.0333
952.02,0.0331
954.18,0.0326
956.34,0.0326
959.04,0.03345
961.2,0.0318
963.36,0.03185
966.06,0.03085
968.22,0.0315
970.38,0.03335
973.08,0.03245
975.24,0.0337
977.4,0.03535
979.56,0.0351
981.72,0.03595
983.88,0.0379
986.04,0.0385
988.2,0.0384
990.36,0.03845
992.52,0.0384
994.68,0.0391
996.84,0.04115
999,0.04175
1001.16,0.04455
1003.32,0.04515
1005.48,0.04535
1007.64,0.0464
1009.26,0.0497
1011.42,0.0503
1013.58,0.05325
1015.2,0.05515
1017.36,0.0563
1019.52,0.05885
1021.14,0.0645
1023.3,0.06495
1024.92,0.06745
1027.08,0.0712
1028.7,0.0727
1030.32,0.07415
1032.48,0.07955
1034.1,0.08065
1035.72,0.0813
1037.34,0.08585
1038.96,0.0896
1041.12,0.08995
1042.74,0.09425
1044.36,0.09765
1045.98,0.10285
1047.6,0.1053
1049.22,0.10915
1050.84,0.113
1052.46,0.11295
1053.54,0.1206
1055.16,0.1237
1056.78,0.12745
1058.4,0.12875
1059.48,0.1393
1061.1,0.1449
1062.18,0.1474
1063.8,0.14905
1064.88,0.1569
1066.5,0.1611
1068.12,0.16395
1069.2,0.164
1070.28,0.17175
