Angle,Torque
-55.08,0.2823
-55.08,0.28235
-54.54,0.2826
-54,0.2843
-54,0.28735
-54,0.2891
-53.46,0.2892
-53.46,0.28855
-52.92,0.2882
-52.92,0.29155
-52.92,0.29435
-52.38,0.2957
-52.38,0.29845
-52.38,0.3009
-51.84,0.30235
-51.84,0.30285
-51.84,0.3031
-51.3,0.3031
-51.3,0.30245
-50.76,0.3015
-50.22,0.30135
-50.22,0.30445
-49.68,0.30645
-49.68,0.30735
-49.68,0.3073
-49.14,0.3073
-49.14,0.30735
-48.6,0.30705
-48.06,0.3062
-48.06,0.3066
-47.52,0.3097
-47.52,0.3134
-47.52,0.31775
-47.52,0.32125
-47.52,0.32295
-47.52,0.32415
-46.98,0.32505
-46.98,0.326
-46.98,0.3276
-46.44,0.32885
-46.44,0.32945
-45.9,0.32945
-45.9,0.329
-45.36,0.3289
-45.36,0.33065
-45.36,0.33195
-44.82,0.33305
-44.82,0.33385
-44.28,0.33635
-44.28,0.3384
-44.28,0.33915
-43.74,0.3391
-43.74,0.3383
-43.2,0.33945
-43.2,0.34375
-43.2,0
