时间,采集时间
2025/06/25 19:31:27:861,27ms
2025/06/25 19:31:28:535,32ms
2025/06/25 19:31:29:050,32ms
2025/06/25 19:31:34:481,127ms
2025/06/25 19:31:35:053,45ms
2025/06/25 19:31:35:194,35ms
2025/06/25 19:31:36:613,70ms
2025/06/25 19:31:36:753,56ms
2025/06/25 19:31:37:012,60ms
2025/06/25 19:31:38:453,120ms
2025/06/25 19:31:38:571,40ms
2025/06/25 19:31:39:093,120ms
2025/06/25 19:31:39:204,41ms
2025/06/25 19:31:48:820,28ms
2025/06/25 19:31:48:962,36ms
2025/06/25 19:31:50:415,53ms
2025/06/25 19:32:43:872,77ms
2025/06/25 19:32:44:675,27ms
2025/06/25 19:32:45:352,32ms
2025/06/25 19:32:45:818,32ms
2025/06/25 19:32:51:257,128ms
2025/06/25 19:32:51:828,44ms
2025/06/25 19:32:51:963,35ms
2025/06/25 19:32:53:384,70ms
2025/06/25 19:32:53:522,56ms
2025/06/25 19:32:53:777,60ms
2025/06/25 19:32:55:226,120ms
2025/06/25 19:32:55:339,40ms
2025/06/25 19:32:55:778,120ms
2025/06/25 19:32:55:889,40ms
2025/06/25 19:33:05:258,27ms
2025/06/25 19:33:05:398,35ms
2025/06/25 19:34:13:098,77ms
2025/06/25 19:34:13:917,27ms
2025/06/25 19:34:14:596,32ms
2025/06/25 19:34:15:069,33ms
2025/06/25 19:34:20:507,127ms
2025/06/25 19:34:21:082,44ms
2025/06/25 19:34:21:219,35ms
2025/06/25 19:34:22:627,70ms
2025/06/25 19:34:22:765,56ms
2025/06/25 19:34:23:019,60ms
2025/06/25 19:34:24:489,119ms
2025/06/25 19:34:24:602,40ms
2025/06/25 19:34:25:106,120ms
2025/06/25 19:34:25:219,40ms
2025/06/25 19:34:35:111,27ms
2025/06/25 19:34:35:252,36ms
2025/06/25 19:34:36:714,52ms
2025/06/25 19:35:35:956,77ms
2025/06/25 19:35:36:780,28ms
2025/06/25 19:35:37:473,32ms
2025/06/25 19:35:37:939,33ms
2025/06/25 19:35:43:323,128ms
2025/06/25 19:35:43:898,44ms
2025/06/25 19:35:44:035,35ms
2025/06/25 19:35:45:445,70ms
2025/06/25 19:35:45:584,56ms
2025/06/25 19:35:45:841,60ms
2025/06/25 19:35:47:301,119ms
2025/06/25 19:35:47:413,40ms
2025/06/25 19:35:47:858,119ms
2025/06/25 19:35:47:975,41ms
2025/06/25 19:35:57:786,27ms
2025/06/25 19:35:57:923,36ms
2025/06/25 19:37:07:506,77ms
2025/06/25 19:37:08:290,27ms
2025/06/25 19:37:08:965,32ms
2025/06/25 19:37:09:430,32ms
2025/06/25 19:37:14:820,127ms
2025/06/25 19:37:15:398,45ms
2025/06/25 19:37:15:537,35ms
2025/06/25 19:37:16:947,70ms
2025/06/25 19:37:17:083,56ms
2025/06/25 19:37:17:339,60ms
2025/06/25 19:37:18:785,120ms
2025/06/25 19:37:18:897,40ms
2025/06/25 19:37:19:344,121ms
2025/06/25 19:37:19:460,40ms
2025/06/25 19:37:29:022,27ms
2025/06/25 19:37:29:161,35ms
2025/06/25 19:37:30:614,52ms
2025/06/25 19:38:09:163,77ms
2025/06/25 19:38:09:999,27ms
2025/06/25 19:38:10:676,32ms
2025/06/25 19:38:11:196,33ms
2025/06/25 19:38:16:636,128ms
2025/06/25 19:38:17:209,44ms
2025/06/25 19:38:17:346,36ms
2025/06/25 19:38:18:759,70ms
2025/06/25 19:38:18:896,56ms
2025/06/25 19:38:19:149,60ms
2025/06/25 19:38:20:608,120ms
2025/06/25 19:38:20:722,40ms
2025/06/25 19:38:21:219,120ms
2025/06/25 19:38:21:334,41ms
2025/06/25 19:38:30:992,27ms
2025/06/25 19:38:31:133,35ms
